信号时间,信号类型,方向,开仓价,张力,DXY燃料,首次开仓盈亏%,最优开仓盈亏%,最优开仓周期,价格优势%,最优平仓盈亏%,最优平仓周期,是好机会,好机会类型,好机会盈亏%,好机会平仓周期,张力变化%
2026-01-06 08:00:00,LOW_OSCILLATION,long,93840.0,-1.169192111025262,-0.1165785343977505,-0.20354859335037803,-0.0980711849957362,3,-0.0980711849957362,-0.0980711849957362,3,False,0,-0.20354859335037803,1,0.0
2026-01-06 12:00:00,LOW_OSCILLATION,long,93648.99,-1.158903348787908,-0.1165785343977505,-1.649232949549168,0.1056925440413142,2,0.1056925440413142,0.1056925440413142,2,True,2,0.1056925440413142,2,0.0
2026-01-06 16:00:00,LOW_OSCILLATION,long,92104.5,-1.147839182384069,-0.1165785343977505,1.7843536417873191,1.7843536417873191,1,1.7843536417873191,1.7843536417873191,1,True,1,1.7843536417873191,1,0.0
2026-01-06 20:00:00,LOW_OSCILLATION,long,93747.97,-1.1359983652102643,-0.1165785343977505,-0.9943041966668712,-0.9267827346021428,2,-0.9267827346021428,-0.9267827346021428,2,False,0,-0.9943041966668712,1,0.0
2026-01-07 00:00:00,LOW_OSCILLATION,long,92815.83,-1.1233805308296434,0.0475217330997026,0.06819957328400005,0.06819957328400005,1,0.06819957328400005,0.06819957328400005,1,True,1,0.06819957328400005,1,0.0
2026-01-07 04:00:00,LOW_OSCILLATION,long,92879.13,-1.1099862058979777,0.0475217330997026,-0.8526350322187537,-0.8526350322187537,1,-0.8526350322187537,-0.8526350322187537,1,False,0,-0.8526350322187537,1,0.0
2026-01-07 08:00:00,LOW_OSCILLATION,long,92087.21,-1.0958168219353854,0.0475217330997026,-0.8005997792744508,-0.3030714037269791,28,-0.3030714037269791,-0.3030714037269791,28,False,0,-0.8005997792744508,1,0.0
2026-01-07 12:00:00,LOW_OSCILLATION,long,91349.96,-1.0808747259127418,0.0475217330997026,-0.1794089455539985,0.5015437335714092,27,0.5015437335714092,0.5015437335714092,27,True,2,0.5015437335714092,27,0.0
2026-01-07 16:00:00,LOW_OSCILLATION,long,91186.07,-1.0651631896233988,0.0475217330997026,0.19530395377275991,0.7404639765701023,30,0.7404639765701023,0.7404639765701023,30,True,1,0.7404639765701023,1,0.0
2026-01-07 20:00:00,LOW_OSCILLATION,long,91364.16,-1.0486864178125752,0.0475217330997026,-0.6028184355878818,0.544097379103579,29,0.544097379103579,0.544097379103579,29,True,2,0.544097379103579,29,0.0
2026-01-08 00:00:00,LOW_OSCILLATION,long,90813.4,-1.0314495550385343,-0.0868297314751438,-0.29222559666303666,1.1538715652095506,28,1.1538715652095506,1.1538715652095506,28,True,2,1.1538715652095506,28,0.0
