时间,收盘价,信号类型,方向,置信度,张力,加速度,量能比率,EMA偏离%,DXY燃料,开盘价,最高价,最低价,成交量,价格vsEMA%,V7.0.5通过,过滤原因
2025-10-27 12:00:00,114969.68,BEARISH_SINGULARITY,short,0.7,0.6960858661834098,-0.078207018595902,1.8888132966414475,1.8241513003147285,0.099309174300762,115362.02,115437.48,114503.99,4493.43933,1.8241513003147285,True,
2025-10-27 16:00:00,114942.64,BEARISH_SINGULARITY,short,0.7,0.7068940261194882,-0.094977830561045,0.9437499183136332,1.625967434634534,0.099309174300762,114969.68,115790.0,114790.81,2258.20754,1.6259674346345339,True,
2025-10-27 20:00:00,114107.65,BEARISH_SINGULARITY,short,0.7,0.6744007146266308,-0.1010926654869251,1.003641973378769,0.8024923886922951,0.099309174300762,114942.64,114942.64,113830.01,2236.06411,0.8024923886922951,True,
2025-10-28 00:00:00,113908.24,BEARISH_SINGULARITY,short,0.7,0.5454039269054655,-0.099998408053635,0.9648749571734407,0.5663452714793538,0.0195261288139464,114107.65,114547.2,113569.91,2184.14279,0.5663452714793538,True,
2025-10-28 04:00:00,114188.37,BEARISH_SINGULARITY,short,0.7,0.3513465707660994,-0.0867750380629698,0.9589838377304196,0.7356022321412874,0.0195261288139464,113908.25,114364.99,113483.3,2190.6787,0.7356022321412874,True,
2025-10-29 00:00:00,112523.49,BULLISH_SINGULARITY,long,0.6,-0.5317131044882326,0.0476636930820534,0.7824450007836176,-0.7878362826509133,-0.0488904886812853,112898.44,112975.75,112100.0,2076.22141,-0.7878362826509133,True,
2025-10-29 04:00:00,113577.9,BULLISH_SINGULARITY,long,0.6,-0.6187223732627701,0.067123571002485,0.7468266972334671,0.1283131116713864,-0.0488904886812853,112523.49,113577.9,112505.58,2036.63326,0.1283131116713864,True,
2025-10-29 08:00:00,113132.36,BULLISH_SINGULARITY,long,0.6,-0.6545116681169261,0.0772091040541701,0.71045731656746,-0.2393401761938027,-0.0488904886812853,113577.9,113624.12,112732.91,1970.99326,-0.23934017619380274,True,
2025-10-29 20:00:00,110021.29,BULLISH_SINGULARITY,long,0.6,-0.7488821773457242,0.0861511200160883,0.8362479646610524,-2.37323599002445,-0.0488904886812853,110640.0,111800.0,109733.22,2647.63091,-2.37323599002445,True,
2025-10-30 00:00:00,110751.47,BULLISH_SINGULARITY,long,0.6,-0.813600360585873,0.0902694459546554,0.7284757617128346,-1.563568413331913,-0.6961170127471943,110021.3,111011.99,109703.43,2342.18582,-1.563568413331913,True,
