信号索引,信号类型,方向,普通信号时间,普通信号价格,普通信号张力,普通信号加速度,普通信号量能比率,信号前5周期平均张力,信号前5周期平均加速度,信号前5周期平均量能比率,开仓等待周期,开仓时间,开仓价格,开仓张力,开仓加速度,开仓量能比率,价格优势%,方向是否改变,持仓周期,平仓时间,平仓价格,平仓张力,平仓加速度,平仓量能比率,最优盈亏%
305,BULLISH_SINGULARITY,long,2025-11-01 16:00:00,110299.99,-0.3954129938649354,0.0430032462187638,0.361501136733048,-0.8767494023445913,0.09527767408291654,0.36646928526491934,2,2025-11-02 00:00:00,110053.23,-0.2274945669060741,0.0183208313996864,0.2932972852998301,0.22371715536874417,True,2,2025-11-02 08:00:00,111196.99,-0.1242225013733796,0.0160402223943195,0.8059788294682005,1.039278901673317
306,BULLISH_SINGULARITY,long,2025-11-04 20:00:00,101497.22,-0.4367621740758383,0.0363634669574418,2.615300462547725,-0.21859651106690514,0.007258721680024668,2.3034244572362765,0,2025-11-04 20:00:00,101497.22,-0.4367621740758383,0.0363634669574418,2.615300462547725,0.0,True,29,2025-11-09 16:00:00,104805.57,0.8574827502303841,-0.065274647608194,0.7690908382758446,3.2595474043525585
307,BULLISH_SINGULARITY,long,2025-11-05 00:00:00,102130.0,-0.5139059189273278,0.0487431817041553,2.134093529916885,-0.30331493000571624,0.017963084725518535,2.404739054713892,1,2025-11-05 04:00:00,101993.02,-0.5655567054124931,0.0576097980534551,0.8713904498771712,0.13412317634387147,True,30,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,4.381113531102415
308,BULLISH_SINGULARITY,long,2025-11-05 04:00:00,101993.02,-0.5655567054124931,0.0576097980534551,0.8713904498771712,-0.3798827568457652,0.0287056191390859,2.105980027626981,0,2025-11-05 04:00:00,101993.02,-0.5655567054124931,0.0576097980534551,0.8713904498771712,0.0,True,30,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,4.381113531102415
309,BULLISH_SINGULARITY,long,2025-11-05 08:00:00,102070.61,-0.6183198288935928,0.0663689777538433,0.6521208305330114,-0.4509519474289952,0.03947689952002867,1.9387209770552467,0,2025-11-05 08:00:00,102070.61,-0.6183198288935928,0.0663689777538433,0.6521208305330114,0.0,True,29,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,4.3017671786227165
310,BULLISH_SINGULARITY,long,2025-11-05 12:00:00,103728.3,-0.6093771607068356,0.0699069956328246,1.136897806313319,-0.5131541922486607,0.04987939970908994,1.7768711562378192,3,2025-11-06 00:00:00,103636.03,-0.3395196185619505,0.0389509815959566,0.6393836247605954,0.08895354498242435,True,25,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,2.7262912328849325
311,BULLISH_SINGULARITY,long,2025-11-05 16:00:00,104008.09,-0.5500613277377209,0.0644758992741951,0.9577618031042772,-0.5489971859589681,0.05724471989598587,1.3945941470487317,10,2025-11-07 08:00:00,100411.89,0.4208447950904195,-0.0345147219112082,1.1031211520720758,3.4576156527823914,False,17,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,6.024744679141084
312,BULLISH_SINGULARITY,long,2025-11-05 20:00:00,103885.16,-0.4588140887374688,0.0529772121474642,0.4646376668442248,-0.5526725050692399,0.060013677427656266,1.0361503477648146,9,2025-11-07 08:00:00,100411.89,0.4208447950904195,-0.0345147219112082,1.1031211520720758,3.3433745493581606,False,17,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,6.024744679141084
313,BEARISH_SINGULARITY,short,2025-11-07 04:00:00,102010.0,0.4377364619830858,-0.0307974567151348,0.5228239330819034,0.20921610040694172,-0.010714935624546867,0.7218149373242229,3,2025-11-07 16:00:00,103395.25,0.3643733489927186,-0.0258317958227414,1.1227131983826366,1.357955102440937,True,30,2025-11-12 16:00:00,101297.31,0.0324113333320444,0.0298276239571489,1.2717336145444822,2.029048723224715
314,BEARISH_SINGULARITY,short,2025-11-07 08:00:00,100411.89,0.4208447950904195,-0.0345147219112082,1.1031211520720758,0.29287156403917164,-0.01819004234085785,0.8308825494721966,2,2025-11-07 16:00:00,103395.25,0.3643733489927186,-0.0258317958227414,1.1227131983826366,2.971122244586772,False,30,2025-11-12 16:00:00,101297.31,0.0324113333320444,0.0298276239571489,1.2717336145444822,2.029048723224715
315,BEARISH_SINGULARITY,short,2025-11-07 12:00:00,100797.95,0.3789886917903661,-0.0281926665565665,1.4355931402027775,0.34810561348757596,-0.022555220578286614,0.8864983863444049,1,2025-11-07 16:00:00,103395.25,0.3643733489927186,-0.0258317958227414,1.1227131983826366,2.576738911852873,False,30,2025-11-12 16:00:00,101297.31,0.0324113333320444,0.0298276239571489,1.2717336145444822,2.029048723224715
316,BEARISH_SINGULARITY,short,2025-11-07 16:00:00,103395.25,0.3643733489927186,-0.0258317958227414,1.1227131983826366,0.3805866396486553,-0.02528098015595741,0.9105285656153957,0,2025-11-07 16:00:00,103395.25,0.3643733489927186,-0.0258317958227414,1.1227131983826366,0.0,True,30,2025-11-12 16:00:00,101297.31,0.0324113333320444,0.0298276239571489,1.2717336145444822,2.029048723224715
317,BEARISH_SINGULARITY,short,2025-11-07 20:00:00,103339.08,0.3890507978691494,-0.0298433565337603,0.5048012502792113,0.39789059023252493,-0.027996334306092278,0.8939875102940992,0,2025-11-07 20:00:00,103339.08,0.3890507978691494,-0.0298433565337603,0.5048012502792113,0.0,True,29,2025-11-12 16:00:00,101297.31,0.0324113333320444,0.0298276239571489,1.2717336145444822,1.9757965718293642
318,BEARISH_SINGULARITY,short,2025-11-08 00:00:00,102592.76,0.452377796932306,-0.0378224146954587,0.4520034792430314,0.40722864877634096,-0.03116706870581165,0.8568426922102726,0,2025-11-08 00:00:00,102592.76,0.452377796932306,-0.0378224146954587,0.45200347924303147,0.0,True,28,2025-11-12 16:00:00,101297.31,0.0324113333320444,0.0298276239571489,1.2717336145444822,1.262710935937387
319,BEARISH_SINGULARITY,short,2025-11-08 04:00:00,102352.96,0.5285223698471574,-0.0509137827118385,0.4249808848278083,0.42235963342035293,-0.03451978970526227,0.8405355175012569,0,2025-11-08 04:00:00,102352.96,0.5285223698471574,-0.0509137827118385,0.4249808848278083,0.0,True,27,2025-11-12 16:00:00,101297.31,0.0324113333320444,0.0298276239571489,1.2717336145444822,1.0313819942286073
320,BEARISH_SINGULARITY,short,2025-11-08 08:00:00,101857.1,0.6184230428594395,-0.0644529655402308,0.4229561428328855,0.45528934138185617,-0.039509496976766034,0.7271746826280584,10,2025-11-10 00:00:00,106027.97,0.9348336347931884,-0.0700397387824621,1.8325127151913254,4.094825004835201,False,29,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,10.783918620718666
321,BEARISH_SINGULARITY,short,2025-11-08 12:00:00,101711.45,0.7116227882368346,-0.0764980335947912,0.7180056095202474,0.5107283574562677,-0.047560391483136816,0.6075767608476368,10,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,4.670074018215256,False,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
322,BEARISH_SINGULARITY,short,2025-11-08 16:00:00,101989.65,0.78650640133168,-0.0866544092182244,0.5056640581704214,0.5810838661794279,-0.05769749371571733,0.5047352374789342,1,2025-11-08 20:00:00,102312.94,0.8500460951394818,-0.095184468094005,0.23589897100441942,0.31698314485833434,True,29,2025-11-13 16:00:00,98682.14,-0.0665734263998143,0.0049429629145349,3.003822293829009,3.5487202303051824
323,BEARISH_SINGULARITY,short,2025-11-08 20:00:00,102312.94,0.8500460951394818,-0.095184468094005,0.2358989710044194,0.6579164157244832,-0.0685876789757581,0.4599181909331356,0,2025-11-08 20:00:00,102312.94,0.8500460951394818,-0.095184468094005,0.23589897100441942,0.0,True,29,2025-11-13 16:00:00,98682.14,-0.0665734263998143,0.0049429629145349,3.003822293829009,3.5487202303051824
324,BEARISH_SINGULARITY,short,2025-11-09 00:00:00,101662.05,0.8892657770131208,-0.0973376407175341,0.5741873713393693,0.7307310790712856,-0.07850688331277067,0.4802821729491919,7,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,4.72093568839109,False,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
325,BEARISH_SINGULARITY,short,2025-11-09 04:00:00,101944.59,0.8976916593417478,-0.094269815572531,0.2996789214006263,0.7922592939870508,-0.08573288878955276,0.4593985123779949,6,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,4.430701030824687,False,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
326,BEARISH_SINGULARITY,short,2025-11-09 08:00:00,102239.41,0.8645597807665872,-0.0841050844294322,0.5101730691411793,0.8332820836382421,-0.08900824193775297,0.47393466676271045,5,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,4.1295621717691775,False,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
327,BEARISH_SINGULARITY,short,2025-11-09 12:00:00,103762.17,0.8379705066673881,-0.0716887271255121,1.2793195830384492,0.854340036710001,-0.0882066908595398,0.5674869956824108,4,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,2.601410514063072,False,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
328,BEARISH_SINGULARITY,short,2025-11-09 16:00:00,104805.57,0.8574827502303841,-0.065274647608194,0.7690908382758446,0.8661694281931182,-0.08464339725786807,0.6113914590333147,3,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,1.5799541951825555,False,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
329,BEARISH_SINGULARITY,short,2025-11-09 20:00:00,104722.96,0.8767014928406581,-0.0633856415520846,1.0617095575204112,0.8706119944766476,-0.07934359283421467,0.7490265567859801,2,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,1.660084856272197,False,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
330,BEARISH_SINGULARITY,short,2025-11-10 00:00:00,106027.97,0.9348336347931884,-0.0700397387824621,1.8325127151913252,0.8782066374399923,-0.07479394251170267,0.9587474474279727,1,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,0.4088355176468963,True,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
331,BEARISH_SINGULARITY,short,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,0.9059429843977922,-0.07338261392317948,1.03666324359728,0,2025-11-10 04:00:00,106461.45,1.0641097410885472,-0.0858018440413919,0.7671736984164703,0.0,True,28,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.147180505243915
332,BEARISH_SINGULARITY,short,2025-11-10 08:00:00,106176.5,1.2352109998388758,-0.1128597140155864,0.6893652031060056,0.967718187576507,-0.07817505218753852,1.0665285992580842,0,2025-11-10 08:00:00,106176.5,1.2352109998388758,-0.1128597140155864,0.6893652031060056,0.0,True,27,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,10.908722739965999
333,BEARISH_SINGULARITY,short,2025-11-10 12:00:00,105079.99,1.3467653899018257,-0.138200727466469,1.610948873066641,1.0525173347822465,-0.089260385577698,1.1218001475961163,3,2025-11-11 00:00:00,106456.0,1.3615265738259832,-0.1794638839864605,1.6641939269156418,1.3094881337540998,True,23,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.142631697602766
334,BEARISH_SINGULARITY,short,2025-11-10 16:00:00,105817.99,1.407664437392826,-0.1590542430351416,0.8206073555022515,1.1442142826426538,-0.10489031814885592,1.1303862338005175,2,2025-11-11 00:00:00,106456.0,1.3615265738259832,-0.1794638839864605,1.6641939269156418,0.602931505313978,True,23,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.142631697602766
335,BEARISH_SINGULARITY,short,2025-11-10 20:00:00,106011.13,1.3916534791418875,-0.1715961476673603,0.8701676886267541,1.2300396136928584,-0.12292540250140188,1.098462588984908,1,2025-11-11 00:00:00,106456.0,1.3615265738259832,-0.1794638839864605,1.6641939269156418,0.4196446165605398,True,23,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.142631697602766
336,BEARISH_SINGULARITY,short,2025-11-11 00:00:00,106456.0,1.3615265738259832,-0.1794638839864605,1.6641939269156418,1.3011551035316575,-0.14116276003540162,1.0704094576056276,0,2025-11-11 00:00:00,106456.0,1.3615265738259832,-0.1794638839864605,1.6641939269156418,0.0,True,23,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,11.142631697602766
337,BEARISH_SINGULARITY,short,2025-11-11 04:00:00,104783.98,1.24074297061142,-0.1717612282339804,1.1116501905944831,1.330593975118803,-0.1554893240674997,1.127822206301963,1,2025-11-11 08:00:00,105311.9,1.1080871458309391,-0.1574571160793507,0.6110541370051449,0.503817472861785,True,21,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,10.177292404751975
338,BEARISH_SINGULARITY,short,2025-11-11 08:00:00,105311.9,1.1080871458309391,-0.1574571160793507,0.6110541370051449,1.3094066661174804,-0.16292222441146043,1.1147703619518194,0,2025-11-11 08:00:00,105311.9,1.1080871458309391,-0.1574571160793507,0.6110541370051449,0.0,True,21,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,10.177292404751975
339,BEARISH_SINGULARITY,short,2025-11-11 12:00:00,103455.99,0.9220776203725278,-0.1311250382039788,2.687223482891502,1.2386253711959307,-0.16174294286771207,1.2941494635892965,0,2025-11-11 12:00:00,103455.99,0.9220776203725278,-0.1311250382039788,2.687223482891502,0.0,True,30,2025-11-16 12:00:00,94573.46,-0.5188932433712748,-0.0080016045715345,0.5144444084564758,8.58580542315626
340,BEARISH_SINGULARITY,short,2025-11-11 16:00:00,103126.39,0.71356061754066,-0.0951870372423481,0.7653258608764207,1.1229414012205696,-0.15109840856891316,1.2849358811516578,4,2025-11-12 08:00:00,105020.83,0.0473202576387829,0.0278248245734542,1.0206119680418835,1.8370079666320156,True,26,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,10.474902931161372
341,BEARISH_SINGULARITY,short,2025-11-11 20:00:00,103058.99,0.5000697906683597,-0.0557790445978401,0.8274818654927114,0.974344119808315,-0.13179555805732643,1.277821577295984,3,2025-11-12 08:00:00,105020.83,0.0473202576387829,0.0278248245734542,1.0206119680418835,1.9036087972529097,True,26,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,10.474902931161372
342,BULLISH_SINGULARITY,long,2025-11-14 08:00:00,96167.44,-0.3656108695230879,0.0667813928361895,1.0711532368386674,-0.16892253411712455,0.026383144250143733,1.7829269793233606,3,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,1.6361462881823643,True,1,2025-11-15 00:00:00,96417.12,-0.5830565602164893,0.10056606268188,0.7881659511245503,1.9273104002367967
343,BULLISH_SINGULARITY,long,2025-11-14 12:00:00,96796.14,-0.4364396555919201,0.0857958293776224,2.623148735037124,-0.23576112655763362,0.04059692909927083,1.943419486817074,2,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,2.2750287356499954,False,1,2025-11-15 00:00:00,96417.12,-0.5830565602164893,0.10056606268188,0.7881659511245503,1.9273104002367967
344,BULLISH_SINGULARITY,long,2025-11-14 16:00:00,95778.29,-0.4566008941153718,0.0958765985698908,0.9927884790490924,-0.30076570451022655,0.05575253504183015,1.6082471843537547,1,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,1.2364910670257254,True,1,2025-11-15 00:00:00,96417.12,-0.5830565602164893,0.10056606268188,0.7881659511245503,1.9273104002367967
345,BULLISH_SINGULARITY,long,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,-0.36921581113297025,0.07031312786564071,1.5352767677941443,0,2025-11-14 20:00:00,94594.0,-0.5349142812520392,0.1026769750755011,0.9443282652090031,0.0,True,1,2025-11-15 00:00:00,96417.12,-0.5830565602164893,0.10056606268188,0.7881659511245503,1.9273104002367967
346,BULLISH_SINGULARITY,long,2025-11-15 00:00:00,96417.12,-0.5830565602164893,0.10056606268188,0.7881659511245503,-0.43776751499214783,0.08252252392939584,1.4487885180035986,10,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,2.486197471984224,False,3,2025-11-17 04:00:00,95653.77,-0.8338684622554619,0.0442054185512893,0.8147971061565912,1.7376834716017913
347,BULLISH_SINGULARITY,long,2025-11-15 04:00:00,96333.86,-0.5695396354511432,0.0898206965373195,0.4589262660143857,-0.4910269826916753,0.09025292584640054,1.1464184888788036,9,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,2.401917664256369,False,3,2025-11-17 04:00:00,95653.77,-0.8338684622554619,0.0442054185512893,0.8147971061565912,1.7376834716017913
348,BULLISH_SINGULARITY,long,2025-11-15 08:00:00,95696.87,-0.5406427003397817,0.0739298706978444,0.4227347070105922,-0.5201989544944575,0.09144433882334303,1.0383487339074577,3,2025-11-15 20:00:00,95596.24,-0.4447612947567722,0.0037354727792774,0.37655692962855214,0.10515495438878002,True,2,2025-11-16 04:00:00,96099.99,-0.5201003682701372,-0.0113215386465754,0.2514089853337512,0.5269558719045854
349,BULLISH_SINGULARITY,long,2025-11-15 12:00:00,96260.0,-0.4815885752046997,0.0518417679635491,0.360175863593099,-0.5277237744299208,0.08578532858766415,0.6611865886667871,7,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,2.327030957822564,False,3,2025-11-17 04:00:00,95653.77,-0.8338684622554619,0.0442054185512893,0.8147971061565912,1.7376834716017913
350,BULLISH_SINGULARITY,long,2025-11-15 16:00:00,96012.01,-0.4332730294149426,0.0257246378646062,0.3460650137606526,-0.5238357969798494,0.07409333513678339,0.5533993444520472,6,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,2.074750856689694,False,3,2025-11-17 04:00:00,95653.77,-0.8338684622554619,0.0442054185512893,0.8147971061565912,1.7376834716017913
351,LOW_OSCILLATION,long,2025-11-16 12:00:00,94573.46,-0.5188932433712748,-0.0080016045715345,0.5144444084564758,-0.48620672854930275,-0.0013832697991678496,0.39527276427112573,1,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,0.5852170365766531,True,3,2025-11-17 04:00:00,95653.77,-0.8338684622554619,0.0442054185512893,0.8147971061565912,1.7376834716017913
352,LOW_OSCILLATION,long,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,-0.5088151027504189,-0.0055918223081868,0.6250210785268956,0,2025-11-16 16:00:00,94020.0,-0.5689232746216395,0.0004733228104925,1.724554899295272,0.0,True,3,2025-11-17 04:00:00,95653.77,-0.8338684622554619,0.0442054185512893,0.8147971061565912,1.7376834716017913
353,BULLISH_SINGULARITY,long,2025-11-17 00:00:00,95496.77,-0.7613328296449674,0.0310866910670712,0.8559347347418327,-0.5904360899302398,0.0029478603601189664,0.8504101646592813,3,2025-11-17 12:00:00,93959.67,-0.7691957501125378,0.0465075200282693,1.8211390192998689,1.6095832351188482,True,7,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,-0.8131786754891729
354,BULLISH_SINGULARITY,long,2025-11-17 04:00:00,95653.77,-0.8338684622554619,0.0442054185512893,0.8147971061565912,-0.6427307722611272,0.012202353226429749,0.9443081847964215,6,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.8444539813867047,5.375292578640652,False,3,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,2.9648080201431575
355,BULLISH_SINGULARITY,long,2025-11-17 08:00:00,95565.38,-0.8351658708634958,0.0496634827900962,0.743920034867855,-0.696883673239265,0.022246438038403368,0.982776107615158,5,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.8444539813867047,5.287772622261324,False,3,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,2.9648080201431575
356,BULLISH_SINGULARITY,long,2025-11-17 12:00:00,93959.67,-0.7691957501125378,0.0465075200282693,1.8211390192998689,-0.7386007576961423,0.031331292138370666,1.2005585427557233,4,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.8444539813867047,3.6692019033272385,False,3,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,2.9648080201431575
357,BULLISH_SINGULARITY,long,2025-11-17 16:00:00,91678.93,-0.7427492350948773,0.0437912318224869,2.457005983877765,-0.7675717511083486,0.038550943640369734,1.3226337235194723,3,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.8444539813867047,1.2727351857182312,True,3,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,2.9648080201431575
358,BULLISH_SINGULARITY,long,2025-11-17 20:00:00,92215.14,-0.7007941143559941,0.0387337603601672,1.8098777077763484,-0.7738510437212224,0.042331350769896685,1.4171124311200434,2,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.8444539813867047,1.84681170575677,True,3,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,2.9648080201431575
359,BULLISH_SINGULARITY,long,2025-11-18 00:00:00,90842.72,-0.6858709321455752,0.0364804218238875,2.2647967487065075,-0.761274060804657,0.04323030589603274,1.6519227667808225,1,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.8444539813867047,0.36394771094480144,True,3,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,2.9648080201431575
360,BULLISH_SINGULARITY,long,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.844453981386705,-0.7437878770961402,0.04277123864727273,1.8235322459858416,0,2025-11-18 04:00:00,90512.1,-0.7289513600043608,0.0414510150587293,1.8444539813867047,0.0,True,3,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,2.9648080201431575
361,BULLISH_SINGULARITY,long,2025-11-18 08:00:00,91517.82,-0.8128644867574129,0.0535146305211114,1.1636983634023337,-0.7400709797451265,0.043413096602441935,1.893495300741588,0,2025-11-18 08:00:00,91517.82,-0.8128644867574129,0.0535146305211114,1.1636983634023335,0.0,True,2,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533991,1.8332932318536364
362,BULLISH_SINGULARITY,long,2025-11-18 12:00:00,92910.1,-0.877854007699729,0.0673823833480782,1.366898773704175,-0.7581806893429915,0.04689224048907675,1.817788593142306,3,2025-11-19 00:00:00,91874.52,-0.8205629292535005,0.0900466656754236,0.5676510278135175,1.1146043325752546,True,6,2025-11-20 00:00:00,92440.32,-0.0116716261014645,0.0393292141426367,0.6451346279105891,0.6158399521434266
363,BULLISH_SINGULARITY,long,2025-11-18 16:00:00,93195.61,-0.8977068392011436,0.0794953742546216,0.9240605538533992,-0.7840069566940359,0.05284293089443253,1.5622976881382449,6,2025-11-19 16:00:00,88884.56,-0.298907688431296,0.0673666249655634,1.4262113245711865,4.625808018210303,False,2,2025-11-20 00:00:00,92440.32,-0.0116716261014645,0.0393292141426367,0.6451346279105891,4.000424820688778
364,BULLISH_SINGULARITY,long,2025-11-18 20:00:00,92960.83,-0.8674365838475835,0.0857670368062937,0.4433106043970308,-0.8117807016093007,0.06068181030212028,1.3345365042416917,5,2025-11-19 16:00:00,88884.56,-0.298907688431296,0.0673666249655634,1.4262113245711865,4.384932879794644,False,2,2025-11-20 00:00:00,92440.32,-0.0116716261014645,0.0393292141426367,0.6451346279105891,4.000424820688778
365,BULLISH_SINGULARITY,long,2025-11-19 00:00:00,91874.52,-0.8205629292535005,0.0900466656754236,0.5676510278135175,-0.8342293677939551,0.06960951761070965,1.05167888409286,4,2025-11-19 16:00:00,88884.56,-0.298907688431296,0.0673666249655634,1.4262113245711865,3.2543952338472146,True,2,2025-11-20 00:00:00,92440.32,-0.0116716261014645,0.0393292141426367,0.6451346279105891,4.000424820688778
366,BULLISH_SINGULARITY,long,2025-11-19 04:00:00,91863.64,-0.7238745888434004,0.0914225221120935,1.0095056662547748,-0.8333832392671283,0.07793810211960366,0.9125208315708718,3,2025-11-19 16:00:00,88884.56,-0.298907688431296,0.0673666249655634,1.4262113245711865,3.242937031452272,True,2,2025-11-20 00:00:00,92440.32,-0.0116716261014645,0.0393292141426367,0.6451346279105891,4.000424820688778
367,BULLISH_SINGULARITY,long,2025-11-19 08:00:00,91410.22,-0.5747006870980291,0.084789721753855,0.4525627588735169,-0.793689272657231,0.08315061732506093,0.793998230816069,2,2025-11-19 16:00:00,88884.56,-0.298907688431296,0.0673666249655634,1.4262113245711865,2.7629952099448,True,2,2025-11-20 00:00:00,92440.32,-0.0116716261014645,0.0393292141426367,0.6451346279105891,4.000424820688778
368,BULLISH_SINGULARITY,long,2025-11-19 12:00:00,89951.7,-0.4162596518913445,0.0722807061870321,1.0278523411592817,-0.7167568800225003,0.08396700446488659,0.7374904920585866,1,2025-11-19 16:00:00,88884.56,-0.298907688431296,0.0673666249655634,1.4262113245711865,1.1863477844220836,True,2,2025-11-20 00:00:00,92440.32,-0.0116716261014645,0.0393292141426367,0.6451346279105891,4.000424820688778
369,BEARISH_SINGULARITY,short,2025-11-20 12:00:00,89869.88,0.5756264075183853,-0.0474477909280258,1.0232145861052302,0.112799938415536,0.019734633878794004,0.8762221987964606,0,2025-11-20 12:00:00,89869.88,0.5756264075183853,-0.0474477909280258,1.0232145861052302,0.0,True,5,2025-11-21 08:00:00,82309.66,0.2059606420690203,-0.0154468527931213,2.345188179657952,8.412406915420384
370,BEARISH_SINGULARITY,short,2025-11-20 16:00:00,86921.28,0.6151323482751896,-0.0667963940777778,2.6137249049167908,0.2651399445332836,-0.002625869295096198,1.0741411288540614,0,2025-11-20 16:00:00,86921.28,0.6151323482751896,-0.0667963940777778,2.6137249049167908,0.0,True,4,2025-11-21 08:00:00,82309.66,0.2059606420690203,-0.0154468527931213,2.345188179657952,5.305513218397147
371,BEARISH_SINGULARITY,short,2025-11-20 20:00:00,86637.23,0.5841323982072092,-0.0697715400393566,0.7678667812023796,0.39016339304463976,-0.023856032118390245,1.0381313011793265,0,2025-11-20 20:00:00,86637.23,0.5841323982072092,-0.0697715400393566,0.7678667812023796,0.0,True,3,2025-11-21 08:00:00,82309.66,0.2059606420690203,-0.0154468527931213,2.345188179657952,4.995046586784911
