信号类型,方向,最优平仓盈亏%,信号前张力,信号前加速度,信号前量能比率,信号时张力,信号时加速度,信号时量能比率,最优开仓周期,开仓时张力,开仓时加速度,开仓时量能比率,价格优势%,最优平仓周期,平仓时张力,平仓时加速度,平仓时量能比率
BULLISH_SINGULARITY,long,3.5996670238234274,-0.4173239484283909,0.02918436285136827,1.1364611175767834,-0.4267629475559527,0.022693250114354,0.8411053239032745,3,-0.4127695384609168,0.0307026936589847,1.211057214393044,2.2818798686263606,18,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BULLISH_SINGULARITY,long,3.5996670238234274,-0.41512832653825177,0.02574007629582915,1.3359058339760086,-0.3937749810925627,0.022320521448056,2.691095919395212,2,-0.4127695384609168,0.0307026936589847,1.211057214393044,0.8027674313920544,18,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BULLISH_SINGULARITY,long,3.5996670238234274,-0.4105735503741306,0.023506504450079537,1.4837027595464798,-0.3855837295543378,0.0236230974135053,1.8052387091846775,1,-0.4127695384609168,0.0307026936589847,1.211057214393044,0.2294124552029564,18,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BULLISH_SINGULARITY,long,3.5996670238234274,-0.4140296279105915,0.0241518000072195,1.565818000908792,-0.4127695384609168,0.0307026936589847,1.211057214393044,0,-0.4127695384609168,0.0307026936589847,1.211057214393044,0.0,18,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BULLISH_SINGULARITY,long,3.160057780082459,-0.41780287680391043,0.026968523718340003,1.5574481454391191,-0.4345968873640079,0.038755569887753,1.3651891070313045,3,-0.401770623538743,0.0540195071077675,1.796474068828177,0.1514808381628486,14,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BULLISH_SINGULARITY,long,3.160057780082459,-0.41642781208493673,0.030784619852019347,1.4176192282330848,-0.4450787884818425,0.0466125865894631,0.5920290954909955,2,-0.401770623538743,0.0540195071077675,1.796474068828177,0.12000162481089971,14,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BULLISH_SINGULARITY,long,3.160057780082459,-0.41628585020461784,0.03543675574818645,1.4415689496488397,-0.4259111762740392,0.0506060654913566,0.984803652397805,1,-0.401770623538743,0.0540195071077675,1.796474068828177,0.2751377976377868,14,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BULLISH_SINGULARITY,long,3.160057780082459,-0.41761845727898117,0.04071992002480503,1.2924653078876673,-0.401770623538743,0.0540195071077675,1.796474068828177,0,-0.401770623538743,0.0540195071077675,1.796474068828177,0.0,14,0.3346493952672992,-0.0320077621315317,0.7555224549369257
BEARISH_SINGULARITY,short,5.296345484137363,0.28977867779030236,-0.02983669402105538,1.4613696202310267,0.482901870937082,-0.0492397506583675,0.9649104102932008,1,0.6333806707152054,-0.0712640491633229,0.8285408455879127,0.19962140291014352,20,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,5.296345484137363,0.3450986789349701,-0.03581907072144553,1.4839798866777814,0.6333806707152054,-0.0712640491633229,0.8285408455879127,0,0.6333806707152054,-0.0712640491633229,0.8285408455879127,0.0,20,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,4.999841906546412,0.43766614596073117,-0.046957592129184954,1.4310334049761728,0.7778002315429431,-0.0914094309137822,0.4985644792101938,3,1.0531858941557062,-0.1085940280251415,0.3946493228285967,0.11093561337585714,16,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,4.999841906546412,0.5548627944769087,-0.061185013543684545,0.9361423331433026,0.8863440247877669,-0.1042426033983412,1.1137451002913437,2,1.0531858941557062,-0.1085940280251415,0.3946493228285967,0.5445208363835932,16,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,4.999841906546412,0.6813609574942604,-0.0761795202515582,0.7629212747626325,0.9730895517152656,-0.1089135252440037,0.4162443582562181,1,1.0531858941557062,-0.1085940280251415,0.3946493228285967,0.2641619658361289,16,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,4.999841906546412,0.8011170406423281,-0.08894389790049317,0.7027757527445777,1.0531858941557062,-0.1085940280251415,0.3946493228285967,0,1.0531858941557062,-0.1085940280251415,0.3946493228285967,0.0,16,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,4.667817031190235,0.9001304149650432,-0.09803817219586723,0.6781142389447478,1.0769821168733722,-0.1038053964306118,0.8169413274942211,0,1.0769821168733722,-0.1038053964306118,0.8169413274942211,0.0,15,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,4.545166914023104,0.9730423850320037,-0.1015857155019374,0.6567166667724695,1.0708524911169692,-0.092549308999744,0.7001554125542437,0,1.0708524911169692,-0.092549308999744,0.7001554125542437,0.0,14,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,4.413736851546175,1.0153970795056981,-0.09938895218501766,0.7230333647527772,1.0319283983851089,-0.0782288510122637,0.8964646670920398,0,1.0319283983851089,-0.0782288510122637,0.8964646670920398,0.0,13,0.0455814335441688,-0.0383676019431393,1.3973989574204544
BEARISH_SINGULARITY,short,5.256791958041961,1.036861057384203,-0.09304517985933956,0.7125817837812227,1.0151278920587972,-0.0661799694442726,1.051035614462017,0,1.0151278920587972,-0.0661799694442726,1.051035614462017,0.0,30,-0.4424988090314671,0.0098880858903904,2.870913144066673
BEARISH_SINGULARITY,short,4.653637267091473,1.0361301434637638,-0.08308027354130565,1.1259162222187562,0.9687040681926288,-0.0491240873358002,2.8962509888814183,1,0.9451727344888068,-0.0382081877909753,1.4380470235102416,0.7935968028419152,29,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,4.653637267091473,1.0181279501859473,-0.07134930016894461,1.2998158389990302,0.9451727344888068,-0.0382081877909753,1.4380470235102416,0,0.9451727344888068,-0.0382081877909753,1.4380470235102416,0.0,29,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,4.166632718379297,0.9987191652707194,-0.06033003975016115,1.2981309437623128,0.9605294073820044,-0.0376898339179111,0.8068319560739156,0,0.9605294073820044,-0.0376898339179111,0.8068319560739156,0.0,28,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,3.5549084211997406,0.9852728321940946,-0.051942727915523464,1.399142374394103,0.9901744926572216,-0.0422254379919179,1.3062239963449849,2,0.9899554608979894,-0.0661054025473951,1.3624460161588137,0.6179539249521655,25,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,3.5549084211997406,0.9765378739388869,-0.04713315337103275,1.4579409722759362,0.9795186488538624,-0.0493714037453194,1.2492562543830392,1,0.9899554608979894,-0.0661054025473951,1.3624460161588137,0.8862745725687812,25,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,3.5549084211997406,0.9723424687454189,-0.0471207255548865,1.509842705892069,0.9899554608979894,-0.0661054025473951,1.3624460161588137,0,0.9899554608979894,-0.0661054025473951,1.3624460161588137,0.0,25,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,2.2617481301053513,0.9741326217157478,-0.05281630423613643,1.1782128675179004,0.9794449860146016,-0.0832975594232998,0.906471958636407,0,0.9794449860146016,-0.0832975594232998,0.906471958636407,0.0,24,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,2.6135023002531717,0.9671098528786012,-0.06246058531884227,1.303150510998015,0.9030361214659274,-0.0960738742872103,2.187672884390929,5,-0.2484802148416519,-0.0010865326453357,1.0515005673294662,0.9118444696026745,18,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,2.6135023002531717,0.9298488553543804,-0.0726043539468019,1.385242141220077,0.7369634222366804,-0.0985524456856689,1.2993817374062877,4,-0.2484802148416519,-0.0010865326453357,1.0515005673294662,1.1252957328915416,18,-0.642657453137198,0.0615080212056534,0.9544664611055005
BEARISH_SINGULARITY,short,2.6135023002531717,0.8539077003290997,-0.08072274372541517,1.267404542920802,0.5345275625055369,-0.0909357766635975,0.5991984065493355,3,-0.2484802148416519,-0.0010865326453357,1.0515005673294662,0.7369051849810357,18,-0.642657453137198,0.0615080212056534,0.9544664611055005
BULLISH_SINGULARITY,long,2.1575309247634618,0.16048681414799257,-0.044362967262377144,0.9435636281457853,-0.4196000498763127,0.0347914175798994,0.7255420339035564,2,-0.3744866570999202,0.0677060100386067,0.5261567965420816,0.9287849795308403,6,0.6656782316141232,-0.1159608534360241,0.817583264615477
BULLISH_SINGULARITY,long,2.1575309247634618,-0.03584299518290713,-0.018434503722695034,0.8335465340587218,-0.4410154337487175,0.0570183355524237,0.6392791728839068,1,-0.3744866570999202,0.0677060100386067,0.5261567965420816,0.6219543225228575,6,0.6656782316141232,-0.1159608534360241,0.817583264615477
BULLISH_SINGULARITY,long,2.1575309247634618,-0.18734536511714997,0.008005794061005668,0.8213729323908462,-0.3744866570999202,0.0677060100386067,0.5261567965420816,0,-0.3744866570999202,0.0677060100386067,0.5261567965420816,0.0,6,0.6656782316141232,-0.1159608534360241,0.817583264615477
BEARISH_SINGULARITY,short,4.821768035835676,-0.011146048891276331,0.02857164296627227,0.6453128766133417,0.5315121968672527,-0.050391659494089,0.7481286805715702,2,0.6656782316141232,-0.1159608534360241,0.817583264615477,1.6646292836162189,23,-0.1867942733495749,-0.0357613003464148,1.3620279883672548
BEARISH_SINGULARITY,short,4.821768035835676,0.16616788379547762,0.004905711324726715,0.6029796735590186,0.6228681623718062,-0.0849772542968496,0.3852799545579685,1,0.6656782316141232,-0.1159608534360241,0.817583264615477,0.9947320540417861,23,-0.1867942733495749,-0.0357613003464148,1.3620279883672548
BEARISH_SINGULARITY,short,4.821768035835676,0.3395286985811515,-0.02570543258771175,0.6515507515712512,0.6656782316141232,-0.1159608534360241,0.817583264615477,0,0.6656782316141232,-0.1159608534360241,0.817583264615477,0.0,23,-0.1867942733495749,-0.0357613003464148,1.3620279883672548
BEARISH_SINGULARITY,short,4.649019681127787,0.4850139508862206,-0.059156110317194394,0.6530166691148772,0.6737575505002432,-0.136815789679834,0.4750126080402641,0,0.6737575505002432,-0.136815789679834,0.47501260804026413,0.0,22,-0.1867942733495749,-0.0357613003464148,1.3620279883672548
BEARISH_SINGULARITY,short,4.453838721538171,0.5819074673947867,-0.09067888221197634,0.6705231031627833,0.652081059323314,-0.1495768647783813,1.0509701468803228,0,0.652081059323314,-0.1495768647783813,1.0509701468803228,0.0,21,-0.1867942733495749,-0.0357613003464148,1.3620279883672548
BEARISH_SINGULARITY,short,4.35908779579077,0.6105174929360317,-0.11385795054152115,0.6863471897165737,0.5172077569394516,-0.1454252815639488,0.6411084836338397,1,0.3561697536914833,-0.1316469636920373,0.41351997900940585,0.5947559529213886,19,-0.1867942733495749,-0.0357613003464148,1.3620279883672548
BEARISH_SINGULARITY,short,4.35908779579077,0.5812937524067369,-0.12740050124117916,0.6305790727895464,0.3561697536914833,-0.1316469636920373,0.4135199790094058,0,0.3561697536914833,-0.1316469636920373,0.41351997900940585,0.0,19,-0.1867942733495749,-0.0357613003464148,1.3620279883672548
BULLISH_SINGULARITY,long,3.706363092229791,-0.12187219810818965,-0.04728196257043435,1.3279459444798787,-0.642657453137198,0.0615080212056534,0.9544664611055004,0,-0.642657453137198,0.0615080212056534,0.9544664611055005,0.0,29,0.4336833685097903,-0.0302216211978624,1.420357788248189
BULLISH_SINGULARITY,long,3.548101356924978,-0.3093162428927138,-0.007587814295920312,1.4483416784670666,-0.7684945150156616,0.1065179259550469,1.1358943829325332,0,-0.7684945150156616,0.1065179259550469,1.1358943829325332,0.0,28,0.4336833685097903,-0.0302216211978624,1.420357788248189
BULLISH_SINGULARITY,long,3.491951949625686,-0.4840650497578188,0.03372124415207652,1.5174824382411114,-0.826383095552823,0.1377633362345751,1.2300505987398176,0,-0.826383095552823,0.1377633362345751,1.2300505987398176,0.0,27,0.4336833685097903,-0.0302216211978624,1.420357788248189
BULLISH_SINGULARITY,long,3.4079753227527285,-0.6157671661314529,0.07212750243422883,1.4202049534416183,-0.803174850247795,0.1541530947413698,1.1437571543846348,0,-0.803174850247795,0.1541530947413698,1.1437571543846348,0.0,26,0.4336833685097903,-0.0302216211978624,1.420357788248189
BULLISH_SINGULARITY,long,3.259780708522212,-0.7090888787629592,0.10394663982063412,1.312276616188031,-0.7713245495928104,0.1538493748967691,0.5385779558990268,0,-0.7713245495928104,0.1538493748967691,0.5385779558990268,0.0,25,0.4336833685097903,-0.0302216211978624,1.420357788248189
BULLISH_SINGULARITY,long,4.917619829312678,-0.7566341339401396,0.125664360406901,0.9318851315728892,-0.7277703400945494,0.1401944094079916,0.5885642363758226,9,-0.1867942733495749,-0.0357613003464148,1.3620279883672548,1.111389935039945,25,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,4.917619829312678,-0.7650868049649051,0.1349333056275588,0.8167217525905937,-0.6933734792857912,0.1171216925296003,0.2634861872117263,8,-0.1867942733495749,-0.0357613003464148,1.3620279883672548,1.0735439935538909,25,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,4.349310623406702,-0.7453242985144053,0.13277631998932626,0.680361897261493,-0.6499194763126628,0.0935760121256518,0.3177352509579297,6,-0.0374493466648492,-0.0418742195476273,0.5647501203015255,0.523800058318449,26,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,4.917619829312678,-0.7035981444398832,0.12073309662944838,0.5954699453025394,-0.5760261711056902,0.0655039960753078,0.7206988869860957,6,-0.1867942733495749,-0.0357613003464148,1.3620279883672548,1.43176617851927,25,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,4.349310623406702,-0.640193080127735,0.10193378815773603,0.4877603081505977,-0.422744464374906,0.0413572439110956,0.4974993314729847,4,-0.0374493466648492,-0.0418742195476273,0.5647501203015255,0.4249079140812197,26,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,3.4213154578326432,-0.2953393855028472,-0.01200728140275833,0.9959730953893485,-0.4760740318065498,0.023287612135092,0.6667709059605984,0,-0.4760740318065498,0.023287612135092,0.6667709059605984,0.0,21,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,3.402588600133552,-0.3755008730262717,0.0008794468862044491,1.1416604672438915,-0.5184182718053967,0.0354461501861494,1.4388743514287827,0,-0.5184182718053967,0.0354461501861494,1.4388743514287827,0.0,20,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,2.9352792870425803,-0.4232997360142523,0.013335777899148115,1.1633770967045098,-0.4735874512774584,0.0389766857312472,1.4923277651309663,2,-0.2541145038163367,0.0253157992864827,1.2131705730985063,0.5337457979891229,17,0.3538574837787491,-0.0087681397384055,1.461637902800368
BULLISH_SINGULARITY,long,2.9352792870425803,-0.43613518987167815,0.022377790860572167,1.122701272929505,-0.3576406308179115,0.0319296818965584,0.9440195664875176,1,-0.2541145038163367,0.0253157992864827,1.2131705730985063,0.4541070479939403,17,0.3538574837787491,-0.0087681397384055,1.461637902800368
BEARISH_SINGULARITY,short,2.417005679953998,0.10525703034066647,-0.005540220254673733,1.2838290108760446,0.397710678091797,-0.0338642574229575,0.6434622572335598,2,0.4336833685097903,-0.0302216211978624,1.420357788248189,1.010676159146167,6,0.9595783107924732,-0.0707098421747679,1.2658511858862884
BEARISH_SINGULARITY,short,2.417005679953998,0.21705339445236135,-0.015133163689349185,1.1876821308276186,0.4166636808538325,-0.03224186132157,0.63628929280795,1,0.4336833685097903,-0.0302216211978624,1.420357788248189,0.7044021071132356,6,0.9595783107924732,-0.0707098421747679,1.2658511858862884
BEARISH_SINGULARITY,short,2.417005679953998,0.3058721025485825,-0.022535342770507602,0.9151400869353866,0.4336833685097903,-0.0302216211978624,1.420357788248189,0,0.4336833685097903,-0.0302216211978624,1.420357788248189,0.0,6,0.9595783107924732,-0.0707098421747679,1.2658511858862884
BEARISH_SINGULARITY,short,2.391782286605302,0.3843795442370023,-0.02736570680838198,0.855203519220788,0.5228213463087743,-0.0275396173639849,0.7774210970317674,0,0.5228213463087743,-0.0275396173639849,0.7774210970317674,0.0,5,0.9595783107924732,-0.0707098421747679,1.2658511858862884
BEARISH_SINGULARITY,short,1.9653426848099427,0.45891562547650205,-0.03037081268058695,0.8045001514632147,0.6539744280970713,-0.0316288378347989,0.3881492455163882,0,0.6539744280970713,-0.0316288378347989,0.38814924551638824,0.0,4,0.9595783107924732,-0.0707098421747679,1.2658511858862884
BEARISH_SINGULARITY,short,1.4742916646011235,0.5399680984849171,-0.032783937555856645,0.7450525802393022,0.8149550890482373,-0.0412074301939662,0.6046358005979585,0,0.8149550890482373,-0.0412074301939662,0.6046358005979585,0.0,3,0.9595783107924732,-0.0707098421747679,1.2658511858862884
