timestamp,close,volume,tension,acceleration
2025-08-10 12:00:00,118815.0,2809.2276,0.7733394173530197,-0.08451915797791576
2025-08-10 16:00:00,118663.08,995.85812,0.708409113349101,-0.0804465008533109
2025-08-10 20:00:00,119294.01,2674.59294,0.5927933355073683,-0.06769484294064837
2025-08-11 00:00:00,121728.99,7626.19257,0.5290942215089675,-0.06312428690008431
2025-08-11 04:00:00,121537.15,4279.8879,0.5524573785528275,-0.06360688090818273
2025-08-11 08:00:00,120561.54,4216.26732,0.5851209594393163,-0.06792772232157296
2025-08-11 12:00:00,120314.4,5236.26223,0.627769121624933,-0.07617917486216197
2025-08-11 16:00:00,119089.3,2812.92272,0.6365680809336108,-0.07970751491299327
2025-08-11 20:00:00,118686.0,2322.80155,0.5934326901820595,-0.07570756552104452
2025-08-12 00:00:00,118857.7,1894.63528,0.4994074192284805,-0.06611377832071269
2025-08-12 04:00:00,118986.72,3135.38397,0.3773572082111734,-0.05292667957483027
2025-08-12 08:00:00,118522.22,2346.379,0.1879554018596239,-0.030895588036635335
2025-08-12 12:00:00,119933.0,4914.05441,0.022380912033194245,-0.008773387386755621
2025-08-12 16:00:00,119665.27,2309.07117,-0.13282875916960657,0.012293327752793362
2025-08-12 20:00:00,120134.08,2120.5851,-0.229260577116615,0.027384880759835722
2025-08-13 00:00:00,119482.01,2361.00135,-0.2886149726045355,0.037889269807486525
2025-08-13 04:00:00,119580.4,2324.10298,-0.33995642837998796,0.04469995267998239
2025-08-13 08:00:00,120570.41,3213.18528,-0.36326862990702835,0.045789300628449214
2025-08-13 12:00:00,120920.62,7228.67197,-0.4004817356474436,0.045308982733542114
2025-08-13 16:00:00,122744.21,4167.90157,-0.40258656279588223,0.040086361343489196
2025-08-13 20:00:00,123306.43,3915.20787,-0.3603211985640602,0.030095259090155535
2025-08-14 00:00:00,123337.14,3481.676316,-0.26383014052359516,0.013141784623983577
2025-08-14 04:00:00,121725.31,3755.65744,-0.15725836411870628,-0.003759880952790756
2025-08-14 08:00:00,120949.67,3456.28874,-0.027316167431748698,-0.02356593011086977
2025-08-14 12:00:00,118257.25,11617.06761,0.018857357375592413,-0.033723430811235765
2025-08-14 16:00:00,117945.92,3545.40524,-0.06435970028826067,-0.030434576336690555
2025-08-14 20:00:00,118295.09,2124.85224,-0.2700586857714844,-0.011298878987239996
2025-08-15 00:00:00,118968.91,1883.55436,-0.5372803422606718,0.01892120976663525
2025-08-15 04:00:00,118956.45,1732.90691,-0.8050073129625414,0.05659376355393064
2025-08-15 08:00:00,119006.01,1129.82607,-1.0091647840364835,0.08855372516706261
2025-08-15 12:00:00,117275.22,5128.8936,-1.1979175489222706,0.11737028270752092
2025-08-15 16:00:00,116936.27,2393.46089,-1.376757060349172,0.14336428345204832
2025-08-15 20:00:00,117342.05,1354.69691,-1.5130848724033281,0.16323840643807586
2025-08-16 00:00:00,117429.63,1420.5255,-1.5840387941464724,0.17610891162889608
2025-08-16 04:00:00,117596.07,925.25596,-1.597739210402458,0.17890976218293697
2025-08-16 08:00:00,117378.52,1206.0413,-1.5325226654603907,0.1755151490771587
2025-08-16 12:00:00,117676.7,1191.50027,-1.4374721010217852,0.16355299318877758
2025-08-16 16:00:00,117672.12,817.42683,-1.326161991272079,0.14565653951029311
2025-08-16 20:00:00,117380.66,832.93131,-1.2344877743857683,0.1280727628061522
2025-08-17 00:00:00,117684.95,770.53091,-1.1640025607339624,0.11429464467447592
2025-08-17 04:00:00,118005.98,1109.68335,-1.1264345203409452,0.10523980090868523
2025-08-17 08:00:00,118308.01,1007.67549,-1.06495481173857,0.10159195808968713
2025-08-17 12:00:00,118246.16,974.27271,-0.952193905365367,0.09707639070187613
2025-08-17 16:00:00,117570.07,1326.17558,-0.8338103261085992,0.09068195533419221
2025-08-17 20:00:00,117405.01,710.30388,-0.6374081061138063,0.07484242758164861
2025-08-18 00:00:00,115319.0,5801.42298,-0.5012141484541116,0.059842322494421785
2025-08-18 04:00:00,115205.98,3433.42415,-0.4272642575885335,0.04705187658232804
2025-08-18 08:00:00,114947.27,2793.98984,-0.41279465554640854,0.04578241814806483
2025-08-18 12:00:00,116145.34,2772.17945,-0.4069487124333976,0.04298624078129079
2025-08-18 16:00:00,116313.99,1731.37273,-0.41291238653906437,0.037024528488003
2025-08-18 20:00:00,116227.05,1213.55039,-0.39203307324215175,0.02683092031614495
2025-08-19 00:00:00,114810.0,2390.89748,-0.4119573940040944,0.021855227621030066
2025-08-19 04:00:00,114978.14,2499.12321,-0.45332917679568463,0.023716009787387
2025-08-19 08:00:00,115508.71,1471.04277,-0.42676294755595273,0.022693250114354052
2025-08-19 12:00:00,113786.38,5294.46316,-0.3937749810925627,0.02232052144805602
2025-08-19 16:00:00,113132.48,3784.35052,-0.3855837295543378,0.02362309741350535
2025-08-19 20:00:00,112872.94,2625.5971,-0.4127695384609168,0.030702693658984787
2025-08-20 00:00:00,113525.91,3116.70576,-0.4345968873640079,0.03875556988775303
2025-08-20 04:00:00,113490.13,1367.41482,-0.4450787884818425,0.04661258658946313
2025-08-20 08:00:00,113666.68,2352.50644,-0.42591117627403924,0.05060606549135663
2025-08-20 12:00:00,113353.94,4605.43198,-0.40177062353874304,0.054019507107767595
2025-08-20 16:00:00,114276.66,2624.00614,-0.341926273353219,0.05138124460419463
2025-08-20 20:00:00,114271.24,1570.2768,-0.24372045798762024,0.042531292516683694
2025-08-21 00:00:00,113954.62,1626.72781,-0.1227216210343999,0.029640605239965326
2025-08-21 04:00:00,113896.03,1612.36321,0.015407498380096177,0.01184685100584565
2025-08-21 08:00:00,113148.66,1509.65106,0.14110871201124273,-0.006051192002211825
2025-08-21 12:00:00,112792.08,2521.11028,0.23735013575780134,-0.022430870267769465
2025-08-21 16:00:00,112193.71,2468.80417,0.2928707501785482,-0.032043623953916966
