信号时间,信号类型,方向,首次开仓价,首次开仓盈亏%,最优开仓价,最优开仓周期,价格优势%,最优平仓价,最优平仓周期,最优平仓盈亏%,方向改变,方向改变周期,趋势反转,是好机会
2026-01-05 08:00:00,LOW_OSCILLATION,long,93134.26,0.8841751681926728,93134.26,0,0.0,94303.4,2,1.2553275239423167,True,1,True,True
2026-01-05 12:00:00,LOW_OSCILLATION,long,93957.73,0.36789947990441896,92104.5,7,-1.9724082308076152,93747.97,1,1.7843536417873191,False,0,True,True
2026-01-05 16:00:00,LOW_OSCILLATION,long,94303.4,-0.4704920501275541,92087.21,10,-2.3500637304699383,92087.21,0,0.0,False,0,True,False
2026-01-05 20:00:00,LOW_OSCILLATION,long,93859.71,-0.09638853561341831,91349.96,10,-2.6739375180255722,91364.16,2,0.015544615454672435,False,0,True,True
2026-01-06 00:00:00,LOW_OSCILLATION,long,93769.24,-0.5483248024618771,91186.07,10,-2.7548159716341925,91364.16,1,0.19530395377275991,False,0,True,True
2026-01-06 04:00:00,LOW_OSCILLATION,long,93255.08,0.6272258841019687,92104.5,3,-1.2337987378274746,93747.97,1,1.7843536417873191,True,1,True,True
2026-01-06 08:00:00,LOW_OSCILLATION,long,93840.0,-0.20354859335037803,90813.4,10,-3.225277067348685,90813.4,0,0.0,False,0,True,False
2026-01-06 12:00:00,LOW_OSCILLATION,long,93648.99,-1.649232949549168,90548.02,10,-3.3112690270338216,91220.23,5,0.7423795683218604,False,0,True,True
2026-01-06 16:00:00,LOW_OSCILLATION,long,92104.5,1.7843536417873191,92104.5,0,0.0,93747.97,1,1.7843536417873191,True,1,True,True
2026-01-06 20:00:00,LOW_OSCILLATION,long,93747.97,-0.9943041966668712,90226.77,9,-3.7560279971928963,91220.23,4,1.1010701147785649,False,0,True,True
2026-01-07 00:00:00,LOW_OSCILLATION,long,92815.83,0.06819957328400005,90226.77,8,-2.789459513533411,91220.23,4,1.1010701147785649,False,0,True,True
2026-01-07 04:00:00,LOW_OSCILLATION,long,92879.13,-0.8526350322187537,90226.77,7,-2.855711503757626,91220.23,4,1.1010701147785649,False,0,True,True
2026-01-07 08:00:00,LOW_OSCILLATION,long,92087.21,-0.8005997792744508,90226.77,6,-2.0203022765050678,91220.23,4,1.1010701147785649,False,0,True,True
2026-01-07 12:00:00,LOW_OSCILLATION,long,91349.96,-0.1794089455539985,90226.77,5,-1.2295462417279681,91220.23,4,1.1010701147785649,False,0,True,True
2026-01-07 16:00:00,LOW_OSCILLATION,long,91186.07,0.19530395377275991,90226.77,4,-1.0520247226358181,91220.23,4,1.1010701147785649,False,0,True,True
2026-01-07 20:00:00,LOW_OSCILLATION,long,91364.16,-0.6028184355878818,90226.77,3,-1.244897342677916,91220.23,4,1.1010701147785649,False,0,True,True
2026-01-08 00:00:00,LOW_OSCILLATION,long,90813.4,-0.29222559666303666,90226.77,2,-0.6459729511283469,91220.23,4,1.1010701147785649,True,4,True,True
2026-01-08 04:00:00,LOW_OSCILLATION,long,90548.02,-0.3547841244899667,90226.77,1,-0.3547841244899667,91220.23,4,1.1010701147785649,True,2,True,True
2026-01-08 08:00:00,LOW_OSCILLATION,long,90226.77,0.6148951137229038,90226.77,0,0.0,91220.23,4,1.1010701147785649,True,1,True,True
2026-01-08 12:00:00,LOW_OSCILLATION,long,90781.57,0.17166479936400802,90781.57,0,0.0,91220.23,3,0.48320380447263567,True,1,True,True
2026-01-08 16:00:00,LOW_OSCILLATION,long,90937.41,0.1787823075233853,90741.84,3,-0.21506000665733382,91176.47,2,0.47897419756972603,True,1,True,True
2026-01-08 20:00:00,LOW_OSCILLATION,long,91099.99,0.13198684215002734,90332.15,5,-0.8428540991058407,90723.86,4,0.43363298670518347,False,0,True,True
2026-01-09 00:00:00,LOW_OSCILLATION,long,91220.23,-0.5244341085305304,90332.15,4,-0.9735559754672859,90723.86,4,0.43363298670518347,False,0,True,True
2026-01-09 04:00:00,LOW_OSCILLATION,long,90741.84,-0.30716811561237456,90332.15,3,-0.45148963256641295,90723.86,4,0.43363298670518347,False,0,True,True
2026-01-09 08:00:00,LOW_OSCILLATION,long,90463.11,0.7885645319954184,90332.15,2,-0.1447661925397064,90723.86,4,0.43363298670518347,True,3,True,True
2026-01-09 12:00:00,LOW_OSCILLATION,long,91176.47,-0.9260283930711586,90332.15,1,-0.9260283930711586,90723.86,4,0.43363298670518347,False,0,True,True
2026-01-09 16:00:00,LOW_OSCILLATION,long,90332.15,0.3422148149911241,90332.15,0,0.0,90723.86,4,0.43363298670518347,True,1,True,True
2026-01-09 20:00:00,LOW_OSCILLATION,long,90641.28,-0.016703206309530733,90626.14,1,-0.016703206309530733,90723.86,2,0.1078276091202838,True,2,True,True
2026-01-10 00:00:00,LOW_OSCILLATION,long,90626.14,0.05777582494410617,90626.14,0,0.0,90723.86,2,0.1078276091202838,True,1,True,True
2026-01-10 04:00:00,LOW_OSCILLATION,long,90678.5,0.0500228830428388,90504.7,4,-0.19166616121793248,91808.12,7,1.4401683006517876,True,5,True,True
2026-01-10 08:00:00,LOW_OSCILLATION,long,90723.86,-0.06405150750860973,90504.7,3,-0.2415682048801754,91808.12,7,1.4401683006517876,True,6,True,True
2026-01-10 12:00:00,LOW_OSCILLATION,long,90665.75,-0.04324676076688981,90504.7,2,-0.17763047236691135,91808.12,7,1.4401683006517876,True,3,True,True
2026-01-10 16:00:00,LOW_OSCILLATION,long,90626.54,-0.13444185334670894,90504.7,1,-0.13444185334670894,91808.12,7,1.4401683006517876,True,2,True,True
2026-01-10 20:00:00,LOW_OSCILLATION,long,90504.7,0.25280455048191186,90504.7,0,0.0,91808.12,7,1.4401683006517876,True,1,True,True
2026-01-11 00:00:00,LOW_OSCILLATION,long,90733.5,-0.025029344178287408,90690.8,4,-0.04706089812472471,91808.12,2,1.2320103031398912,True,2,True,True
2026-01-11 04:00:00,LOW_OSCILLATION,long,90710.79,0.04872628713740851,90690.8,3,-0.02203706968045443,91808.12,2,1.2320103031398912,True,1,True,True
2026-01-11 08:00:00,LOW_OSCILLATION,long,90754.99,0.13310562868222273,90690.8,2,-0.07072889325424676,91808.12,2,1.2320103031398912,True,3,True,True
2026-01-11 12:00:00,LOW_OSCILLATION,long,90875.79,-0.20356356737035322,90690.8,1,-0.20356356737035322,91808.12,2,1.2320103031398912,True,2,True,True
2026-01-11 16:00:00,LOW_OSCILLATION,long,90690.8,0.3559898027142679,90690.8,0,0.0,91808.12,2,1.2320103031398912,True,1,True,True
2026-01-11 20:00:00,LOW_OSCILLATION,long,91013.65,0.8729130190910938,90620.96,3,-0.43146275311449195,95720.99,10,5.6278701969169145,True,1,True,True
2026-01-12 00:00:00,LOW_OSCILLATION,long,91808.12,-0.43572398607007623,90620.96,2,-1.2930882366396228,95720.99,10,5.6278701969169145,True,7,True,True
2026-01-12 04:00:00,LOW_OSCILLATION,long,91408.09,-0.8611163410153194,90620.96,1,-0.8611163410153194,95720.99,10,5.6278701969169145,True,2,True,True
2026-01-12 08:00:00,LOW_OSCILLATION,long,90620.96,1.1520954975537596,90620.96,0,0.0,95720.99,10,5.6278701969169145,True,1,True,True
2026-01-12 12:00:00,LOW_OSCILLATION,long,91665.0,0.21411662030219178,91296.2,2,-0.40233458790160137,95720.99,7,4.846631075554084,True,4,True,True
