entry_time,exit_time,type,entry_price,exit_price,pnl_pct,pnl_usd,exit_reason,hold_bars,hold_hours
2025-12-22 04:00:00,2025-12-22 00:00:00,SHORT,89170.1,88774.12,0.4440726207551752,1.1992021364774537,LONG模式,-1,-4
2025-12-22 08:00:00,2025-12-22 08:00:00,LONG,89945.43,89945.43,0.0,-0.15217295558338081,高点,0,0
2025-12-23 00:00:00,2025-12-24 04:00:00,LONG,88170.0,86911.53,-1.427322218441648,-4.496102324038752,SHORT模式,6,24
2025-12-24 16:00:00,2025-12-24 12:00:00,SHORT,87566.06,87049.99,0.5893493437982621,1.640735561488213,LONG模式,-1,-4
2025-12-24 20:00:00,2025-12-25 16:00:00,LONG,87669.45,88151.18,0.5494844555315402,1.519709851522224,OSCILLATION,2,8
2025-12-26 04:00:00,2025-12-26 20:00:00,SHORT,88470.75,87369.56,1.2446938677472523,3.635468687083433,低点,2,8
2025-12-28 00:00:00,2025-12-27 20:00:00,LONG,87740.01,87877.01,0.15614313242043168,0.323110670639419,高点,-1,-4
2025-12-28 04:00:00,2025-12-28 04:00:00,SHORT,87730.85,87730.85,0.0,-0.15221001682574747,低点,0,0
2025-12-28 16:00:00,2025-12-28 16:00:00,SHORT,87520.75,87520.75,0.0,-0.15220773367549506,低点,0,0
2025-12-29 08:00:00,2025-12-29 04:00:00,SHORT,87567.66,89617.71,-2.3411040103161405,-7.278781264495429,止损,-1,-4
2025-12-30 20:00:00,2025-12-31 20:00:00,SHORT,88485.49,87648.22,0.9462229344042781,2.7262432874439013,LONG模式,4,16
2026-01-01 04:00:00,2026-01-02 20:00:00,LONG,87631.88,89995.13,2.6967925371451575,8.053510126010664,SHORT模式,3,12
2026-01-03 04:00:00,2026-01-03 00:00:00,SHORT,89577.13,90321.22,-0.8306696139963364,-2.6817792677846004,LONG模式,-1,-4
2026-01-03 08:00:00,2026-01-04 04:00:00,LONG,89752.74,91532.0,1.98240187430489,5.882916861769272,高点,5,20
2026-01-05 16:00:00,2026-01-05 16:00:00,LONG,94303.4,94303.4,0.0,-0.15230598220563407,高点,0,0
2026-01-06 12:00:00,2026-01-06 08:00:00,LONG,93648.99,93840.0,0.20396375871218125,0.4689849950141519,高点,-1,-4
2026-01-08 16:00:00,2026-01-09 16:00:00,SHORT,90937.41,90332.15,0.6655786655898923,1.8751847480032797,低点,6,24
2026-01-10 16:00:00,2026-01-10 20:00:00,SHORT,90626.54,90504.7,0.13444185334670894,0.2572755137761662,低点,1,4
2026-01-12 08:00:00,2026-01-12 08:00:00,SHORT,90620.96,90620.96,0.0,-0.1523427192947529,低点,0,0
2026-01-13 20:00:00,2026-01-14 08:00:00,SHORT,95414.0,94792.99,0.6508583646005772,1.8307004825658482,OSCILLATION,1,4
2026-01-14 20:00:00,2026-01-14 16:00:00,LONG,96951.78,97267.42,0.3255639040355932,0.8397418380504965,高点,-1,-4
2026-01-15 08:00:00,2026-01-15 12:00:00,LONG,96581.08,96737.04,0.16148090288490444,0.3397502939035449,高点,1,4
2026-01-16 08:00:00,2026-01-16 04:00:00,LONG,95429.09,95653.16,0.23480261626722732,0.5632251033399439,高点,-1,-4
2026-01-17 12:00:00,2026-01-17 12:00:00,LONG,95573.64,95573.64,0.0,-0.15239403541973134,高点,0,0
