时间,价格,成交量,成交额,涨跌幅,波动率,流动性评分,闪崩风险,闪崩置信度,暴涨设置,暴涨置信度,建议
2026-01-22 18:59:01,90094.07,17789.4881,1588005780.2986624,0.909,0.0000,0.51,No,0.00,No,0.30,【正常】市场平稳 - 按策略交易
