时间,开盘价,最高价,最低价,收盘价,成交量,信号类型,置信度,描述,张力,加速度,DXY燃料
2025-12-14 16:00:00,89022.92,89398.71,88497.02,88644.88,1685.20822,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5505831964341241,0.09022746769636014,-0.6861915792833178
2025-12-14 20:00:00,88644.88,88827.71,87577.36,88172.17,2565.12033,BULLISH_SINGULARITY,0.6,奇点看涨,-0.3975186711655961,0.06395746810558972,-0.6861915792833178
2025-12-15 04:00:00,89282.6,89918.48,89272.88,89753.42,1316.93789,OSCILLATION,0.8,系统平衡,-0.19785027257450474,0.007159496732057041,0.28588645682113634
2025-12-15 08:00:00,89753.43,89986.68,89572.05,89641.28,1524.38986,OSCILLATION,0.8,系统平衡,-0.250343405867964,-0.009715873445268919,0.28588645682113634
2025-12-15 12:00:00,89641.28,89876.42,86621.91,87033.22,5888.02922,OSCILLATION,0.8,系统平衡,-0.3360579286353416,-0.01224108754929315,0.28588645682113634
2025-12-15 16:00:00,87033.21,87220.0,85146.64,86149.96,5789.22914,OSCILLATION,0.8,系统平衡,-0.37199351203495507,-0.010074202118065534,0.28588645682113634
2025-12-15 20:00:00,86149.96,86472.7,85530.01,86432.08,2560.44514,OSCILLATION,0.8,系统平衡,-0.43617671840079203,0.006138545153194064,0.28588645682113634
2025-12-16 00:00:00,86432.08,86535.22,85386.0,85875.92,2272.8575,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5429092479072858,0.03696430734334977,-0.10037894259651006
2025-12-16 04:00:00,85875.91,86615.38,85266.0,86021.51,2433.06768,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6219822567244567,0.07178024089817064,-0.10037894259651006
2025-12-16 08:00:00,86021.51,87330.0,85930.97,87261.45,2417.24589,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6754738684801396,0.10602023671144378,-0.10037894259651006
2025-12-16 12:00:00,87261.46,88175.98,86107.43,87977.43,6730.13202,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6911971888962133,0.13795303965852812,-0.10037894259651006
2025-12-16 16:00:00,87977.44,88050.17,87061.23,87585.77,3497.7582,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6191348844467934,0.15559903286073523,-0.10037894259651006
2025-12-16 20:00:00,87585.76,87931.48,87343.75,87863.42,1104.98888,BULLISH_SINGULARITY,0.6,奇点看涨,-0.4200520103324057,0.14996435831081523,-0.10037894259651006
2025-12-17 08:00:00,87045.59,87137.42,86238.91,86983.26,1681.2327,OSCILLATION,0.8,系统平衡,0.48663509220573264,0.015887409531288643,-0.27365678363781687
2025-12-17 12:00:00,86983.26,90365.85,86817.27,87233.44,8132.27731,BEARISH_SINGULARITY,0.7,奇点看空,0.6847860976126298,-0.04380547972548643,-0.27365678363781687
2025-12-17 16:00:00,87233.44,87769.23,85314.0,86018.53,5045.61646,BEARISH_SINGULARITY,0.7,奇点看空,0.7618899923971699,-0.0921635253505999,-0.27365678363781687
2025-12-17 20:00:00,86018.53,86431.14,85644.09,86243.22,1700.52853,BEARISH_SINGULARITY,0.7,奇点看空,0.8385789210754072,-0.12846052818989961,-0.27365678363781687
2025-12-18 00:00:00,86243.23,86863.75,85863.93,86618.34,1716.00096,BEARISH_SINGULARITY,0.9,强奇点看空,0.7974423592100456,-0.1512679911449869,0.3043434558389345
2025-12-18 04:00:00,86618.35,86901.4,86384.61,86833.84,1551.20199,BEARISH_SINGULARITY,0.9,强奇点看空,0.6540125732710189,-0.15778372702866506,0.3043434558389345
2025-12-18 08:00:00,86833.83,87453.63,86685.14,87300.74,1894.81711,BEARISH_SINGULARITY,0.9,强奇点看空,0.46906499493289,-0.14938719518181065,0.3043434558389345
2025-12-19 04:00:00,86891.39,88449.06,86647.51,87953.4,3713.59538,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5301827741886321,0.020460713890936955,-0.18291953050420295
2025-12-19 08:00:00,87953.39,88385.06,87742.6,88198.7,1797.82182,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6426960731477848,0.044151040351144255,-0.18291953050420295
2025-12-19 12:00:00,88198.7,89399.97,87514.59,87951.87,5988.71834,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6788021144373063,0.052391261435631886,-0.18291953050420295
2025-12-19 16:00:00,87951.86,88882.55,86846.16,87845.92,4584.61046,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5791415609080172,0.04758188055462853,-0.18291953050420295
2025-12-19 20:00:00,87845.92,88426.85,87614.79,88136.94,1860.23503,BULLISH_SINGULARITY,0.6,奇点看涨,-0.4396598318733888,0.02877139247172461,-0.18291953050420295
2025-12-20 00:00:00,88136.95,88339.27,87961.6,88214.98,984.44715,OSCILLATION,0.8,系统平衡,-0.302197660272741,0.007828032200869917,-0.18291953050420295
2025-12-20 04:00:00,88214.98,88573.07,88123.07,88275.41,797.87192,OSCILLATION,0.8,系统平衡,-0.16699117355846793,-0.010694293464702853,-0.18291953050420295
2025-12-20 20:00:00,88232.92,88443.44,88154.06,88360.9,629.30956,OSCILLATION,0.8,系统平衡,0.24077741158915186,-0.01995661894464043,-0.18291953050420295
2025-12-21 00:00:00,88360.91,88433.64,87869.35,88070.64,991.41687,OSCILLATION,0.8,系统平衡,0.2763233075265021,-0.004882099585952315,-0.18291953050420295
2025-12-21 04:00:00,88070.64,88201.59,88050.0,88174.79,455.57319,OSCILLATION,0.8,系统平衡,0.34186709719775593,0.01032741708239615,-0.18291953050420295
2025-12-21 20:00:00,88484.01,88823.52,88091.96,88658.86,799.08995,HIGH_OSCILLATION,0.6,高位震荡,0.862130894942652,0.001357368336582121,-0.18291953050420295
2025-12-22 00:00:00,88658.87,89627.24,87900.0,88774.12,2619.97992,BEARISH_SINGULARITY,0.9,强奇点看空,0.9983098806535973,-0.0257906608931876,0.24205302585106053
2025-12-22 04:00:00,88774.13,89200.0,88712.11,89170.1,1290.70342,BEARISH_SINGULARITY,0.9,强奇点看空,1.1179091237105088,-0.05519978673179737,0.24205302585106053
2025-12-22 08:00:00,89170.1,90118.0,89093.44,89945.43,2622.90199,BEARISH_SINGULARITY,0.9,强奇点看空,1.207130882736708,-0.08253962409193505,0.24205302585106053
2025-12-22 12:00:00,89945.43,90588.23,89196.42,89726.92,3942.72215,BEARISH_SINGULARITY,0.9,强奇点看空,1.2561400626387311,-0.10379957827883712,0.24205302585106053
2025-12-22 16:00:00,89726.93,90127.0,87965.76,88052.43,2609.5493,BEARISH_SINGULARITY,0.9,强奇点看空,1.3056611124776172,-0.12338647006849035,0.24205302585106053
2025-12-22 20:00:00,88052.42,88833.33,87911.79,88620.79,1587.36292,BEARISH_SINGULARITY,0.9,强奇点看空,1.3801084693123347,-0.14541233897906514,0.24205302585106053
2025-12-23 00:00:00,88620.79,88940.0,87800.0,88170.0,1505.70483,BEARISH_SINGULARITY,0.7,奇点看空,1.3482689473295204,-0.15077025947434586,0.09001000374783524
2025-12-23 04:00:00,88170.0,88368.1,87051.52,87574.79,1996.43062,BEARISH_SINGULARITY,0.7,奇点看空,1.2689825208439476,-0.14491033976379852,0.09001000374783524
2025-12-23 08:00:00,87574.78,87890.0,87297.69,87856.65,1432.37853,BEARISH_SINGULARITY,0.7,奇点看空,1.1482963677555358,-0.12875942375763727,0.09001000374783524
2025-12-23 12:00:00,87856.66,87963.03,86601.9,87443.45,3407.99312,BEARISH_SINGULARITY,0.7,奇点看空,0.9823255891655687,-0.09977974158568848,0.09001000374783524
2025-12-23 16:00:00,87443.45,88275.4,87162.39,87752.87,3220.82979,BEARISH_SINGULARITY,0.7,奇点看空,0.8381483915362001,-0.06824927952399451,0.09001000374783524
2025-12-23 20:00:00,87752.88,88372.35,87180.0,87486.0,2346.99215,BEARISH_SINGULARITY,0.7,奇点看空,0.6852275708709246,-0.03781214633866725,0.09001000374783524
2025-12-24 04:00:00,87336.23,87458.54,86796.65,86911.53,1349.63742,HIGH_OSCILLATION,0.6,高位震荡,0.5952586302801312,-0.005762840704102157,-0.009268999715108606
2025-12-24 12:00:00,87203.94,87478.59,86420.0,87049.99,2300.52897,BEARISH_SINGULARITY,0.7,奇点看空,0.643281295032884,-0.03131884987589595,-0.009268999715108606
2025-12-24 16:00:00,87050.0,87670.0,86917.25,87566.06,1746.44928,BEARISH_SINGULARITY,0.7,奇点看空,0.6427403212325107,-0.050452035213800595,-0.009268999715108606
2025-12-24 20:00:00,87566.07,88049.89,87516.77,87669.45,956.96862,BEARISH_SINGULARITY,0.7,奇点看空,0.5604090283476268,-0.0672037013180985,-0.009268999715108606
2025-12-25 00:00:00,87669.44,87967.5,87508.52,87840.42,652.86225,BEARISH_SINGULARITY,0.7,奇点看空,0.4037910815471308,-0.07790629405198685,-0.009268999715108606
2025-12-25 16:00:00,88371.27,88478.0,87993.21,88151.18,1039.54656,OSCILLATION,0.8,系统平衡,-0.4401648251749543,-0.005816710799212699,-0.009268999715108606
2025-12-25 20:00:00,88151.19,88167.65,86934.72,87225.27,1698.26463,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5373643342181484,0.022682709140713353,-0.009268999715108606
2025-12-26 00:00:00,87225.27,89440.0,86891.7,88844.87,4964.62578,BULLISH_SINGULARITY,0.6,奇点看涨,-0.504842642242555,0.04021881677961037,-0.24859744809716092
2025-12-26 04:00:00,88844.88,89567.75,88347.45,88470.75,3154.47608,BULLISH_SINGULARITY,0.6,奇点看涨,-0.44578132025335,0.056341937107033,-0.24859744809716092
2025-12-26 08:00:00,88470.75,88918.59,88414.81,88533.42,1250.32549,BULLISH_SINGULARITY,0.6,奇点看涨,-0.35607801645598797,0.05359651770987511,-0.24859744809716092
2025-12-26 20:00:00,87501.83,87792.7,87321.4,87369.56,1102.04985,OSCILLATION,0.8,系统平衡,-0.029762568492500342,0.003385995943673198,-0.24859744809716092
2025-12-27 00:00:00,87369.56,87532.0,87253.05,87514.22,675.35016,OSCILLATION,0.8,系统平衡,0.007483232808764277,-0.01490965117933199,-0.24859744809716092
2025-12-27 12:00:00,87475.99,87589.99,87308.05,87551.25,749.39054,OSCILLATION,0.8,系统平衡,-0.3306901981258734,-0.019767850964292302,-0.24859744809716092
2025-12-27 16:00:00,87551.26,87591.0,87442.08,87569.39,566.59122,LOW_OSCILLATION,0.6,低位震荡,-0.5850480415367936,0.0012617658280636712,-0.24859744809716092
2025-12-27 20:00:00,87569.39,87984.0,87499.99,87877.01,885.11148,BULLISH_SINGULARITY,0.6,奇点看涨,-0.7710475936343515,0.03373017616728319,-0.24859744809716092
2025-12-28 00:00:00,87877.0,87961.37,87705.97,87740.01,672.08653,BULLISH_SINGULARITY,0.6,奇点看涨,-0.9194309542988985,0.06399044544545895,-0.24859744809716092
2025-12-28 04:00:00,87740.0,87837.99,87614.79,87730.85,442.23022,BULLISH_SINGULARITY,0.6,奇点看涨,-0.9759389283853891,0.08664108579241614,-0.24859744809716092
2025-12-28 08:00:00,87730.86,88010.0,87720.0,87883.25,760.04376,BULLISH_SINGULARITY,0.6,奇点看涨,-0.9205128998682112,0.09943519866799078,-0.24859744809716092
2025-12-28 12:00:00,87883.25,88088.75,87794.86,87836.27,821.25662,BULLISH_SINGULARITY,0.6,奇点看涨,-0.8241505580474244,0.09935511653505835,-0.24859744809716092
2025-12-28 16:00:00,87836.27,87931.59,87500.26,87520.75,881.83702,BULLISH_SINGULARITY,0.6,奇点看涨,-0.7609466702354627,0.08795036732214656,-0.24859744809716092
2025-12-28 20:00:00,87520.75,88049.53,87435.0,87952.71,868.8387,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6876785921747122,0.07105690693575717,-0.24859744809716092
2025-12-29 00:00:00,87952.71,90169.06,87813.17,90123.55,4759.05691,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6850831743833612,0.055216960393718706,-0.07366868105262663
2025-12-29 04:00:00,90123.55,90406.08,89507.03,89617.71,3502.98691,BULLISH_SINGULARITY,0.6,奇点看涨,-0.8372062969863212,0.05326823856377971,-0.07366868105262663
2025-12-29 08:00:00,89617.71,89825.01,87567.65,87567.66,4608.77018,BULLISH_SINGULARITY,0.6,奇点看涨,-0.8157105552173154,0.05090465087081508,-0.07366868105262663
2025-12-29 12:00:00,87567.65,88190.71,86806.5,87691.62,4178.35066,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6784853469442698,0.03216373985501586,-0.07366868105262663
2025-12-30 04:00:00,87378.99,87600.0,87157.07,87502.85,1077.59137,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.6525888593081439,0.0355281769470876,0.17305491185241026
2025-12-30 08:00:00,87502.85,88224.76,87502.84,87903.89,2468.25039,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.7795052903566779,0.06737987326171102,0.17305491185241026
2025-12-30 12:00:00,87903.89,89159.52,87834.01,89016.35,3882.44573,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.9374870471014246,0.10751344724239886,0.17305491185241026
2025-12-30 16:00:00,89016.36,89400.0,87960.2,88226.16,2912.38545,BULLISH_SINGULARITY,0.8,强奇点看涨,-1.121393622995742,0.15290274011102045,0.17305491185241026
2025-12-30 20:00:00,88226.15,88573.65,87886.46,88485.49,1244.66702,BULLISH_SINGULARITY,0.8,强奇点看涨,-1.1632300883684439,0.18216267795915475,0.17305491185241026
2025-12-31 00:00:00,88485.5,88819.8,88172.15,88453.04,1131.98072,BULLISH_SINGULARITY,0.6,奇点看涨,-1.1402857969517464,0.199334346165694,-0.278312880572881
2025-12-31 04:00:00,88453.04,88638.76,88325.06,88613.12,972.41187,BULLISH_SINGULARITY,0.6,奇点看涨,-0.9475920890590528,0.1969354748192269,-0.278312880572881
2025-12-31 08:00:00,88613.11,89046.6,88393.52,89011.52,1674.66744,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6286235548936324,0.17132117584000162,-0.278312880572881
2025-12-31 20:00:00,87541.85,87879.04,87250.0,87648.22,1581.56113,BEARISH_SINGULARITY,0.7,奇点看空,0.8457918203215765,-0.03644981533857988,-0.278312880572881
2026-01-01 00:00:00,87648.21,88088.1,87632.74,87846.02,833.74412,BEARISH_SINGULARITY,0.7,奇点看空,1.0466359356234527,-0.11094260572155779,-0.278312880572881
2026-01-01 04:00:00,87846.01,87854.81,87550.43,87631.88,1108.52485,BEARISH_SINGULARITY,0.7,奇点看空,0.8672797031160548,-0.14214573451848467,-0.278312880572881
2026-01-01 08:00:00,87631.88,88024.64,87631.87,88024.64,819.82493,BEARISH_SINGULARITY,0.7,奇点看空,0.6524537242720652,-0.1292720071717437,-0.278312880572881
2026-01-01 12:00:00,88024.64,88113.45,87810.66,88032.18,1005.89204,BEARISH_SINGULARITY,0.7,奇点看空,0.38393310947750076,-0.08906432078964449,-0.278312880572881
2026-01-02 20:00:00,89897.23,90400.0,89636.77,89995.13,1527.71253,HIGH_OSCILLATION,0.6,高位震荡,0.6616923740044728,0.006377299879610943,0.30860456916005596
2026-01-03 00:00:00,89995.14,90418.32,89966.48,90321.22,1026.19409,BEARISH_SINGULARITY,0.9,强奇点看空,0.9677930463218879,-0.048468323099619015,0.30860456916005596
2026-01-03 04:00:00,90321.23,90480.62,89314.01,89577.13,1777.4168,BEARISH_SINGULARITY,0.9,强奇点看空,1.2135017527099758,-0.10198730717408855,0.30860456916005596
2026-01-03 08:00:00,89577.13,89982.11,89420.75,89752.74,1301.1092,BEARISH_SINGULARITY,0.9,强奇点看空,1.4599216742982697,-0.16084117433183098,0.30860456916005596
2026-01-03 12:00:00,89752.75,90249.99,89664.93,89969.31,1115.15116,BEARISH_SINGULARITY,0.9,强奇点看空,1.6252875611980953,-0.1964175508193855,0.30860456916005596
2026-01-03 16:00:00,89969.31,90219.67,89918.59,90123.77,516.07827,BEARISH_SINGULARITY,0.9,强奇点看空,1.6660351585297313,-0.2163739616211413,0.30860456916005596
2026-01-03 20:00:00,90123.76,90741.16,90017.23,90628.01,1321.51764,BEARISH_SINGULARITY,0.9,强奇点看空,1.576824132733343,-0.21952090636106303,0.30860456916005596
2026-01-04 00:00:00,90628.01,91610.17,90628.0,91236.78,2719.43418,BEARISH_SINGULARITY,0.9,强奇点看空,1.340233324447709,-0.20039265217694058,0.30860456916005596
2026-01-04 04:00:00,91236.78,91810.0,91183.15,91532.0,1833.66412,BEARISH_SINGULARITY,0.9,强奇点看空,0.9682259743672186,-0.162103515550011,0.30860456916005596
2026-01-04 08:00:00,91532.0,91620.5,91174.46,91300.0,2596.25909,BEARISH_SINGULARITY,0.9,强奇点看空,0.48073898429318807,-0.11576433203920489,0.30860456916005596
2026-01-04 16:00:00,91334.94,91455.9,90863.47,91138.07,1140.52954,OSCILLATION,0.8,系统平衡,0.2684388201561231,-0.017336532133714888,0.30860456916005596
2026-01-04 20:00:00,91138.06,91590.0,91132.0,91529.73,820.32446,OSCILLATION,0.8,系统平衡,0.32976562697698225,-0.00889269632603662,0.30860456916005596
2026-01-05 00:00:00,91529.74,93388.0,91514.81,92878.22,5548.56251,OSCILLATION,0.8,系统平衡,0.38271392132054105,-0.013583704136154229,-0.12039699070161014
2026-01-05 04:00:00,92878.22,92947.87,92155.0,92520.63,1838.8669,OSCILLATION,0.8,系统平衡,0.3638990582702343,-0.017117652574333342,-0.12039699070161014
2026-01-05 08:00:00,92520.63,93151.0,92320.17,93134.26,2498.18846,BEARISH_SINGULARITY,0.7,奇点看空,0.4316368198461949,-0.03100916697966616,-0.12039699070161014
2026-01-05 12:00:00,93134.25,94000.0,92407.13,93957.73,4224.09624,BEARISH_SINGULARITY,0.7,奇点看空,0.48082410605797593,-0.044167543640513895,-0.12039699070161014
2026-01-05 16:00:00,93957.74,94500.0,93250.0,94303.4,4190.38211,BEARISH_SINGULARITY,0.7,奇点看空,0.48663834508329257,-0.054957752082458455,-0.12039699070161014
2026-01-05 20:00:00,94303.4,94789.08,93800.0,93859.71,2373.49962,BEARISH_SINGULARITY,0.7,奇点看空,0.4846544529960871,-0.0642981621840999,-0.12039699070161014
2026-01-06 00:00:00,93859.71,94161.86,93529.18,93769.24,1527.94713,BEARISH_SINGULARITY,0.7,奇点看空,0.506304040286227,-0.0750033307061746,-0.11657853439775055
2026-01-06 04:00:00,93769.25,94000.0,93137.98,93255.08,2037.39443,BEARISH_SINGULARITY,0.7,奇点看空,0.5043926141775692,-0.08089224703062603,-0.11657853439775055
2026-01-06 08:00:00,93255.08,93895.0,93167.29,93840.0,1360.24604,BEARISH_SINGULARITY,0.7,奇点看空,0.4938757237674291,-0.08255050783924156,-0.11657853439775055
2026-01-06 12:00:00,93839.99,94444.44,93352.01,93648.99,3747.64759,BEARISH_SINGULARITY,0.7,奇点看空,0.4075855304991708,-0.07253308697940869,-0.11657853439775055
2026-01-07 00:00:00,93747.97,93747.97,92236.07,92815.83,2673.21579,OSCILLATION,0.8,系统平衡,0.10027520189371654,-0.017456543117647216,0.047521733099702604
2026-01-07 04:00:00,92815.83,92930.35,92500.0,92879.13,1043.57297,OSCILLATION,0.8,系统平衡,-0.009856940646563906,0.0044589188741262255,0.047521733099702604
2026-01-08 08:00:00,90548.02,90917.22,89777.25,90226.77,2431.28077,BULLISH_SINGULARITY,0.6,奇点看涨,-0.4326270254396738,0.08309569402577627,-0.08682973147514385
2026-01-08 12:00:00,90226.77,90847.52,89311.0,90781.57,4384.25882,BULLISH_SINGULARITY,0.6,奇点看涨,-0.5201523857626521,0.09346383930229812,-0.08682973147514385
2026-01-08 16:00:00,90781.57,91469.0,90312.89,90937.41,2656.5893,BULLISH_SINGULARITY,0.6,奇点看涨,-0.6602976485761894,0.10359187125733194,-0.08682973147514385
2026-01-08 20:00:00,90937.42,91493.0,90568.11,91099.99,1758.04393,BULLISH_SINGULARITY,0.6,奇点看涨,-0.7802683175707785,0.11199291030327241,-0.08682973147514385
2026-01-09 00:00:00,91100.0,91632.1,90850.0,91220.23,1573.86844,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.8538148992799522,0.11646354658620395,0.06495330521621061
2026-01-09 04:00:00,91220.24,91236.72,90738.34,90741.84,1493.55612,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.8985716914847683,0.11251186707033867,0.06495330521621061
2026-01-09 08:00:00,90741.85,90843.77,89694.66,90463.11,2586.72373,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.870714016734387,0.09968766507797056,0.06495330521621061
2026-01-09 12:00:00,90463.12,92082.55,89850.0,91176.47,5694.3606,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.8290875753612031,0.08018105797744557,0.06495330521621061
2026-01-09 16:00:00,91176.48,91783.32,90190.0,90332.15,2962.09045,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.8316572745110832,0.06566128318150577,0.06495330521621061
2026-01-09 20:00:00,90332.14,90732.01,90113.87,90641.28,1279.68005,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.7906131356557338,0.04758856201565409,0.06495330521621061
2026-01-10 00:00:00,90641.27,90782.23,90527.99,90626.14,528.98968,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.7813873423052808,0.037686728086063215,0.06495330521621061
2026-01-10 04:00:00,90626.15,90682.7,90408.23,90678.5,491.62648,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.7966895293749006,0.03240039774093667,0.06495330521621061
2026-01-10 08:00:00,90678.5,90832.0,90618.28,90723.86,647.39632,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.82643995454668,0.03446035663722086,0.06495330521621061
2026-01-10 12:00:00,90723.87,90788.78,90538.46,90665.75,414.48163,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.8799236157175814,0.041322144115932324,0.06495330521621061
2026-01-10 16:00:00,90665.76,90746.0,90504.55,90626.54,530.14761,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.935318316229822,0.052857890730404145,0.06495330521621061
2026-01-10 20:00:00,90626.54,90659.03,90404.0,90504.7,491.4755,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.9842865454083032,0.06687466117708518,0.06495330521621061
2026-01-11 00:00:00,90504.7,90737.95,90451.1,90733.5,463.88039,BULLISH_SINGULARITY,0.8,强奇点看涨,-1.0065076102251893,0.08073296866493163,0.06495330521621061
2026-01-11 04:00:00,90733.49,90850.0,90585.34,90710.79,546.84342,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.996597470335593,0.09395589105188795,0.06495330521621061
2026-01-11 08:00:00,90710.8,90816.0,90610.27,90754.99,694.37617,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.9638641918469607,0.09871392219912145,0.06495330521621061
2026-01-11 12:00:00,90754.99,91191.5,90708.25,90875.79,1144.02813,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.8946411885437086,0.09796385919624118,0.06495330521621061
2026-01-11 16:00:00,90875.79,91283.89,90673.3,90690.8,961.40735,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.7638921745704643,0.09204445087027324,0.06495330521621061
2026-01-11 20:00:00,90690.81,91041.79,90236.0,91013.65,1666.60048,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.6410396961649147,0.07281615738858227,0.06495330521621061
2026-01-12 00:00:00,91013.66,92519.95,90700.29,91808.12,3786.46912,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.539744232732915,0.05343624432253358,0.06495330521621061
2026-01-12 04:00:00,91808.12,92290.81,91381.36,91408.09,1706.23351,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.496112616156448,0.0367371213154179,0.06495330521621061
2026-01-12 08:00:00,91408.09,91630.13,90370.0,90620.96,2761.14204,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.40209231784017335,0.020711797159339074,0.06495330521621061
2026-01-12 12:00:00,90620.95,91665.0,90128.44,91665.0,2904.06995,OSCILLATION,0.8,系统平衡,-0.29488890525544315,0.000981236158847043,0.06495330521621061
2026-01-12 16:00:00,91664.99,92332.0,91000.53,91861.27,3629.97324,OSCILLATION,0.8,系统平衡,-0.27147433262255277,-0.007589724216516408,0.06495330521621061
2026-01-12 20:00:00,91861.27,92046.23,90938.2,91296.2,1400.19482,OSCILLATION,0.8,系统平衡,-0.2771561946727039,-0.010829283574833759,0.06495330521621061
2026-01-13 00:00:00,91296.2,91546.08,91042.66,91408.91,1312.52459,OSCILLATION,0.8,系统平衡,-0.272564549163887,-0.011503812522181439,0.06495330521621061
2026-01-13 04:00:00,91408.9,92275.38,91350.71,91942.0,2568.59009,OSCILLATION,0.8,系统平衡,-0.28976942573015346,-0.005390555915679773,0.06495330521621061
2026-01-13 08:00:00,91941.99,92672.11,91924.27,92000.74,2545.21662,OSCILLATION,0.8,系统平衡,-0.3330434832099158,0.007123373239777547,0.06495330521621061
2026-01-13 12:00:00,92000.73,93450.0,91787.61,93449.99,4336.89557,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.3543806025892007,0.020364559094539436,0.06495330521621061
2026-01-13 16:00:00,93449.99,94231.82,93078.31,94226.84,4752.59807,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.40519878221631445,0.037112929072558476,0.06495330521621061
2026-01-13 20:00:00,94226.85,96495.0,94062.0,95414.0,7505.68988,BULLISH_SINGULARITY,0.8,强奇点看涨,-0.40130918478401406,0.049044241962620194,0.06495330521621061
2026-01-14 08:00:00,95205.11,95315.15,94737.95,94792.99,1756.03488,OSCILLATION,0.8,系统平衡,0.0912294960136515,0.013961112866996306,0.06495330521621061
2026-01-14 12:00:00,94793.0,97084.68,94680.67,96764.57,6031.62524,BEARISH_SINGULARITY,0.7,奇点看空,0.41187419632887484,-0.022123765195807832,0.06495330521621061
2026-01-14 16:00:00,96764.57,97777.0,96246.56,97267.42,6680.63165,BEARISH_SINGULARITY,0.7,奇点看空,0.6249320653205981,-0.05173703325729384,0.06495330521621061
2026-01-14 20:00:00,97267.42,97924.49,96772.02,96951.78,3128.06839,BEARISH_SINGULARITY,0.7,奇点看空,0.7450181711811715,-0.08275185292511517,0.06495330521621061
2026-01-15 00:00:00,96951.78,97000.0,95777.0,95985.1,2821.68199,BEARISH_SINGULARITY,0.7,奇点看空,0.8200698986212055,-0.10540171504471585,0.06495330521621061
2026-01-15 04:00:00,95985.11,96760.15,95952.89,96630.48,2056.29256,BEARISH_SINGULARITY,0.7,奇点看空,0.9104870974497251,-0.11668056276741273,0.06495330521621061
2026-01-15 08:00:00,96630.47,97193.34,96289.98,96581.08,2793.34386,BEARISH_SINGULARITY,0.7,奇点看空,0.9138120014584511,-0.1144929766567962,0.06495330521621061
2026-01-15 12:00:00,96581.07,97165.03,95435.91,96737.04,4818.18164,BEARISH_SINGULARITY,0.7,奇点看空,0.8908682477024427,-0.10299398189079123,0.06495330521621061
2026-01-15 16:00:00,96737.04,97163.0,95183.13,95516.01,7868.89039,BEARISH_SINGULARITY,0.7,奇点看空,0.8496367782384115,-0.08457106906193912,0.06495330521621061
2026-01-15 20:00:00,95516.01,95871.0,95134.48,95604.8,1367.42325,BEARISH_SINGULARITY,0.7,奇点看空,0.8550415861531351,-0.06904912373109051,0.06495330521621061
2026-01-16 00:00:00,95604.81,95855.12,95321.58,95354.69,1207.1411,BEARISH_SINGULARITY,0.7,奇点看空,0.8473098246906674,-0.05150471121148725,0.06495330521621061
2026-01-16 04:00:00,95354.69,95816.83,95133.03,95653.16,2294.926,BEARISH_SINGULARITY,0.7,奇点看空,0.844788773136452,-0.0368562963976139,0.06495330521621061
2026-01-16 08:00:00,95653.16,95871.47,95261.43,95429.09,1614.38797,BEARISH_SINGULARITY,0.7,奇点看空,0.8048662055324957,-0.02532186375837253,0.06495330521621061
2026-01-17 04:00:00,95372.94,95373.64,95041.7,95101.67,558.53587,BEARISH_SINGULARITY,0.7,奇点看空,0.6810952968370716,-0.025174298496245084,0.06495330521621061
