时间,收盘价,最高价,最低价,信号类型,信号模式,加速度,张力,下影线,量能比率,高低点,是黑天鹅,策略状态,持仓类型,入场价,当前盈亏%,信号动作
2025-10-11 08:00:00,112280.0,112359.67,110162.23,BULLISH_SINGULARITY,SHORT_MODE,0.1137433210108438,-0.846765629,0.0188615069469184,0.9490983771030372,,,空仓,,0.0,0.0,
2025-10-11 12:00:00,111793.2,112500.0,111793.2,BULLISH_SINGULARITY,SHORT_MODE,0.1098835188184194,-0.814689498,0.0,0.5845425843928906,,,空仓,,0.0,0.0,
2025-10-11 16:00:00,111178.31,112185.53,110865.82,BULLISH_SINGULARITY,SHORT_MODE,0.1046848173917238,-0.796586483,0.0028107101106321,0.4994960738710856,,,空仓,,0.0,0.0,
2025-10-11 20:00:00,110644.4,111368.29,109561.59,BULLISH_SINGULARITY,SHORT_MODE,0.098894859,-0.780148348,0.009786396781039,0.636878998,低点,,空仓,,0.0,0.0,
2025-10-12 00:00:00,110676.0,111368.14,109565.06,BULLISH_SINGULARITY,SHORT_MODE,0.092726141,-0.76137749,0.0100377678990928,0.7517249172673295,,,空仓,,0.0,0.0,
2025-10-12 04:00:00,111525.2,112125.51,110617.1,BULLISH_SINGULARITY,SHORT_MODE,0.086881661,-0.746996654,0.0081425543285283,0.4244549640511518,,,空仓,,0.0,0.0,
2025-10-12 08:00:00,111848.36,112133.33,111139.87,BULLISH_SINGULARITY,SHORT_MODE,0.081957497,-0.746930066,0.0063343798693159,0.4351508726136527,,,空仓,,0.0,0.0,
2025-10-12 12:00:00,113198.2,113745.84,111177.75,BULLISH_SINGULARITY,SHORT_MODE,0.078406463,-0.725870892,0.017848782047771,1.3191831453181384,,,空仓,,0.0,0.0,
2025-10-12 16:00:00,114342.28,114700.0,113198.2,BULLISH_SINGULARITY,SHORT_MODE,0.074422502,-0.693044977,0.010005747655198,0.9431674584410836,,,空仓,,0.0,0.0,
2025-10-12 20:00:00,114958.8,115770.0,114217.75,BULLISH_SINGULARITY,SHORT_MODE,0.067808184,-0.642071521,0.0064462224727467,0.8933645906755225,,,空仓,,0.0,0.0,
2025-10-13 00:00:00,114821.12,115963.81,114619.45,BULLISH_SINGULARITY,SHORT_MODE,0.058239034,-0.560083937,0.0017563841913403,0.5960744735979285,,,空仓,,0.0,0.0,
2025-10-13 04:00:00,115399.67,115554.83,114398.24,BULLISH_SINGULARITY,SHORT_MODE,0.044680101,-0.440890273,0.0086779277618384,0.492986568,,,空仓,,0.0,0.0,
2025-10-13 12:00:00,114312.1,115530.0,113800.01,OSCILLATION,NO_TRADE,0.009692102,-0.141207981,0.0044797532369715,0.7645434662320792,,,空仓,,0.0,0.0,
2025-10-13 16:00:00,115792.84,115891.3,114215.79,OSCILLATION,NO_TRADE,-0.009039085,0.006198056,0.0136195813143541,0.4593279401818875,高点,,空仓,,0.0,0.0,
2025-10-14 08:00:00,111313.98,112140.0,110012.24,BEARISH_SINGULARITY,LONG_MODE,-0.05491968,0.3693179652819656,0.0116943082980232,1.1267612355125112,低点,,空仓,,112613.7,-1.15,
2025-10-14 12:00:00,112900.43,112943.82,109866.0,BEARISH_SINGULARITY,LONG_MODE,-0.0560942,0.3891912048094917,0.0268770455524393,1.5324600014298515,,,空仓,,112613.7,0.25,
2025-10-14 16:00:00,112613.7,113544.53,111692.31,BEARISH_SINGULARITY,LONG_MODE,-0.049494507,0.3517483674698205,0.0081818641959193,1.5604890114646752,,,持仓,LONG正常,112613.7,0.0,开多(正常 150%仓位)
2025-10-15 04:00:00,112584.5,112680.0,111746.76,OSCILLATION,NO_TRADE,-0.01681338,0.2311975600001379,0.0074409887684361,0.7351081662723918,,,空仓,,0.0,0.0,平仓(OSCILLATION)
2025-10-15 08:00:00,111905.73,113520.88,111693.26,OSCILLATION,NO_TRADE,-0.008499121,0.2255034387778418,0.0018986516597496,0.7992390978763306,,,空仓,,0.0,0.0,
2025-10-15 12:00:00,110798.01,112238.41,110400.0,OSCILLATION,NO_TRADE,-0.005383576,0.2613389385876997,0.0035922125316149,1.3669787593038742,,,空仓,,0.0,0.0,
2025-10-15 16:00:00,111271.73,111557.7,110164.0,OSCILLATION,NO_TRADE,-0.009148142,0.3224437235277709,0.0099551790917602,0.6845568670096801,,,空仓,,0.0,0.0,
2025-10-15 20:00:00,110763.28,111556.27,110500.0,OSCILLATION,NO_TRADE,-0.014883984,0.3946039514398194,0.0023769610289619,0.5337401703158565,,,空仓,,0.0,0.0,
2025-10-16 00:00:00,111329.48,111867.17,110361.0,BEARISH_SINGULARITY,LONG_MODE,-0.024293145,0.4882893940587329,0.0086992232425768,0.6285609449878707,,,空仓,,111404.72,-0.07,
2025-10-16 04:00:00,110584.2,111773.7,110553.19,BEARISH_SINGULARITY,LONG_MODE,-0.035076215,0.5812725142867247,0.0002804198068077,0.7442672541105334,,,空仓,,111404.72,-0.74,
2025-10-16 08:00:00,111404.72,111728.7,109635.15,BEARISH_SINGULARITY,LONG_MODE,-0.048708736,0.6636048957447869,0.0158841564343055,1.2519072423131905,高点,,空仓,,0.0,0.0,平仓(高点)
2025-10-16 12:00:00,108549.21,111982.45,108361.69,BEARISH_SINGULARITY,LONG_MODE,-0.059605798,0.7098983739396124,0.0017275114208569,1.8503868433506048,,,空仓,,0.0,0.0,
2025-10-16 16:00:00,108197.66,109254.0,107577.57,BEARISH_SINGULARITY,LONG_MODE,-0.071252742,0.7614065754335562,0.0057310851269796,1.7773268113938387,,,空仓,,0.0,0.0,
2025-10-16 20:00:00,108194.28,108500.0,107427.0,BEARISH_SINGULARITY,LONG_MODE,-0.077500105,0.7691370742308379,0.0070916872869804,0.5031505085765907,,,空仓,,0.0,0.0,
2025-10-17 00:00:00,109176.74,109240.0,107934.4,BEARISH_SINGULARITY,LONG_MODE,-0.077428337,0.7439557724201341,0.0113791637302965,0.5454268128901983,高点,,空仓,,0.0,0.0,
2025-10-17 04:00:00,105633.75,109236.01,105542.09,BEARISH_SINGULARITY,LONG_MODE,-0.071241643,0.6929519530737761,0.0008677151005242,1.685740458102449,低点,,空仓,,0.0,0.0,
2025-10-17 08:00:00,105683.72,106651.22,103528.23,BEARISH_SINGULARITY,LONG_MODE,-0.0673595,0.6793922902408688,0.0203956673743127,2.6340680275935764,,,空仓,,0.0,0.0,
2025-10-17 12:00:00,106803.53,106852.14,104533.21,BEARISH_SINGULARITY,LONG_MODE,-0.06060798,0.6314275634713848,0.0212569753078385,1.4645416646776606,高点,,空仓,,0.0,0.0,
2025-10-17 16:00:00,106454.72,107575.6,106071.42,BEARISH_SINGULARITY,LONG_MODE,-0.0500006,0.5681624670156491,0.0036005918760577,0.7403591429583637,,,空仓,,0.0,0.0,
2025-10-17 20:00:00,106431.68,107440.02,106342.47,BEARISH_SINGULARITY,LONG_MODE,-0.040966343,0.5285702009918395,0.0008381902831937,0.3605870581070626,低点,,空仓,,0.0,0.0,
2025-10-18 00:00:00,107070.4,107306.06,106322.2,BEARISH_SINGULARITY,LONG_MODE,-0.035017349,0.5169878196428109,0.0069879257012208,0.5579015895941808,,,空仓,,0.0,0.0,
2025-10-18 04:00:00,106665.0,107499.0,106439.38,BEARISH_SINGULARITY,LONG_MODE,-0.033471335,0.4990512106337937,0.002115220550321,0.6174394660159471,,,空仓,,0.0,0.0,
2025-10-18 08:00:00,107208.6,107222.0,106605.93,BEARISH_SINGULARITY,LONG_MODE,-0.036735164,0.5060337711487006,0.0056214706655997,0.4908105721726823,高点,,空仓,,0.0,0.0,
2025-10-18 12:00:00,106948.75,107300.0,106739.33,BEARISH_SINGULARITY,LONG_MODE,-0.041999677,0.5278738653980685,0.0019581341530405,0.305918337,,,空仓,,0.0,0.0,
2025-10-18 16:00:00,107080.14,107091.87,106484.0,BEARISH_SINGULARITY,LONG_MODE,-0.05143159,0.5600933539253724,0.0055672321683553,0.2015730930897279,,,空仓,,0.0,0.0,
2025-10-18 20:00:00,107185.01,107339.03,106851.84,BEARISH_SINGULARITY,LONG_MODE,-0.061442714,0.5978282409416469,0.0031083637534763,0.190228349,,,空仓,,0.0,0.0,
2025-10-19 00:00:00,107275.78,107367.16,106734.17,BEARISH_SINGULARITY,LONG_MODE,-0.070912676,0.6475768495829208,0.0050487631038432,0.2569182839865265,,,空仓,,0.0,0.0,
2025-10-19 04:00:00,106786.0,107290.0,106558.61,BEARISH_SINGULARITY,LONG_MODE,-0.079709117,0.7023851147550395,0.0021293989848856,0.307167136,低点,,空仓,,0.0,0.0,
2025-10-19 08:00:00,107783.47,108260.5,106103.36,BEARISH_SINGULARITY,LONG_MODE,-0.08857411,0.7498260693889942,0.0155878262223326,1.2111382825971575,,,空仓,,0.0,0.0,
2025-10-19 12:00:00,108486.7,108621.68,107355.02,BEARISH_SINGULARITY,LONG_MODE,-0.092060384,0.746844004,0.0104315091158639,0.8649022915716255,,,空仓,,0.0,0.0,
2025-10-19 16:00:00,108908.43,109450.07,108240.0,BEARISH_SINGULARITY,LONG_MODE,-0.090308475,0.729705497,0.0061375414189699,0.5983789883136338,,,空仓,,0.0,0.0,
2025-10-19 20:00:00,108642.78,109370.99,108471.1,BEARISH_SINGULARITY,LONG_MODE,-0.08600281,0.7232380867973212,0.0015802246591995,0.5460874204873566,,,空仓,,0.0,0.0,
2025-10-20 00:00:00,110145.44,110427.86,107402.52,BEARISH_SINGULARITY,LONG_MODE,-0.083030114,0.7656759179598064,0.0249027104526524,1.0455365694406515,,,空仓,,0.0,0.0,
2025-10-20 04:00:00,111169.92,111445.67,109951.96,BEARISH_SINGULARITY,LONG_MODE,-0.079860964,0.7955143517635929,0.0109558412923207,1.0995272271616228,高点,,空仓,,0.0,0.0,
2025-10-20 08:00:00,111016.75,111679.25,110608.27,BEARISH_SINGULARITY,LONG_MODE,-0.081025937,0.8037425379037733,0.0036794447684695,0.9432642124307166,,,空仓,,0.0,0.0,
2025-10-20 12:00:00,111144.55,111705.56,110588.23,BEARISH_SINGULARITY,LONG_MODE,-0.087144256,0.8326691247922094,0.0050053736328052,0.8816218236144319,,,空仓,,0.0,0.0,
2025-10-20 16:00:00,110803.22,111303.05,109855.83,BEARISH_SINGULARITY,LONG_MODE,-0.094630782,0.8732451079309187,0.0085502027829155,1.281484694638985,,,空仓,,0.0,0.0,
2025-10-20 20:00:00,110532.09,111272.0,110418.25,BEARISH_SINGULARITY,LONG_MODE,-0.104280077,0.922972212,0.0010299271460441,0.5303053419799716,,,空仓,,0.0,0.0,
2025-10-21 00:00:00,109059.22,110532.09,109052.09,BEARISH_SINGULARITY,LONG_MODE,-0.113559119,0.962199506,6.537732435647951e-05,0.9620624732692544,,,空仓,,0.0,0.0,
2025-10-21 04:00:00,108086.37,109059.23,107473.72,BEARISH_SINGULARITY,LONG_MODE,-0.123065,1.0142265220976974,0.0056681522378815,1.855828414,低点,,空仓,,0.0,0.0,
2025-10-21 08:00:00,108580.01,108811.47,107484.22,BEARISH_SINGULARITY,LONG_MODE,-0.128601172,1.043412053555031,0.010092004964818,1.118598662311113,,,空仓,,0.0,0.0,
2025-10-21 12:00:00,113422.61,113557.62,107922.06,BEARISH_SINGULARITY,LONG_MODE,-0.12487947,1.0015631858489895,0.0484960626457106,3.307540779786577,高点,,空仓,,0.0,0.0,
2025-10-21 16:00:00,111780.39,114000.0,111324.29,BEARISH_SINGULARITY,LONG_MODE,-0.102044025,0.8038111949130666,0.0040803221387938,3.1162015490698027,,,空仓,,0.0,0.0,
2025-10-21 20:00:00,108297.67,111801.41,108045.81,BEARISH_SINGULARITY,LONG_MODE,-0.085595457,0.6539013585873622,0.0023256271349143,1.675823047480676,,,空仓,,0.0,0.0,
2025-10-22 00:00:00,108216.02,108678.21,107841.2,BEARISH_SINGULARITY,LONG_MODE,-0.077140575,0.5664555071556913,0.0034636276588254,1.2510702060105623,,,空仓,,0.0,0.0,
2025-10-22 04:00:00,108321.63,108638.99,107610.0,BEARISH_SINGULARITY,LONG_MODE,-0.06170338,0.4586276476556469,0.0065696020268528,0.96312289,高点,,空仓,,0.0,0.0,
2025-10-22 16:00:00,107870.35,108796.42,107463.29,OSCILLATION,NO_TRADE,-0.009971162,0.1765491873788494,0.0037736041460884,0.8984818916351501,,,空仓,,0.0,0.0,
2025-10-22 20:00:00,107567.44,108069.93,106666.69,OSCILLATION,NO_TRADE,0.001102638,0.1158227374693012,0.0083738164634205,0.8780256883803086,低点,,空仓,,0.0,0.0,
2025-10-23 00:00:00,108377.96,108720.39,107500.0,OSCILLATION,NO_TRADE,0.008508452,0.088356722,0.0081009090778236,0.5306615036517055,,,空仓,,0.0,0.0,
2025-10-23 04:00:00,109269.9,110298.29,108350.36,OSCILLATION,NO_TRADE,0.012993147,0.054277146,0.0084153092480179,0.7307686115047828,,,空仓,,0.0,0.0,
2025-10-23 08:00:00,109253.89,109903.83,109100.4,OSCILLATION,NO_TRADE,0.014855248,0.009446214,0.0014048927685778,0.4939459070422007,,,空仓,,0.0,0.0,
2025-10-23 12:00:00,109908.28,110109.99,108685.72,OSCILLATION,NO_TRADE,0.013037598,-0.029303803,0.0111234567586718,0.9568345271847232,,,空仓,,0.0,0.0,
2025-10-23 16:00:00,110200.0,111293.61,109647.34,OSCILLATION,NO_TRADE,0.011118312,-0.06768169,0.0050150635208711,0.8112582238841877,,,空仓,,0.0,0.0,
2025-10-23 20:00:00,110078.18,110200.01,109341.28,OSCILLATION,NO_TRADE,0.007583591,-0.099244013,0.0066943330640095,0.3968331029607496,,,空仓,,0.0,0.0,
2025-10-24 00:00:00,110441.46,110829.67,109983.93,OSCILLATION,NO_TRADE,0.0024157,-0.11479819,0.0041427377001355,0.3565659560715067,,,空仓,,0.0,0.0,
2025-10-24 04:00:00,111054.61,111522.3,110332.0,OSCILLATION,NO_TRADE,-0.003566154,-0.153384119,0.0065067987722436,0.6172299136215862,,,空仓,,0.0,0.0,
2025-10-24 08:00:00,111066.29,111482.99,110600.0,OSCILLATION,NO_TRADE,-0.005444052,-0.174495023,0.0041983035536704,0.4543403762511734,高点,,空仓,,0.0,0.0,
2025-10-24 12:00:00,110046.91,112104.98,109700.01,OSCILLATION,NO_TRADE,-0.008526364,-0.180606219,0.0031522920543612,1.2598958617286775,低点,,空仓,,0.0,0.0,
2025-10-24 16:00:00,110615.07,110945.39,109797.13,OSCILLATION,NO_TRADE,-0.013640976,-0.160789065,0.0073944716574333,0.3406288105007591,,,空仓,,0.0,0.0,
2025-10-24 20:00:00,111004.89,111138.62,110478.0,OSCILLATION,NO_TRADE,-0.015632457,-0.162029,0.0047465476520899,0.454929951,,,空仓,,0.0,0.0,
2025-10-25 00:00:00,111029.99,111226.67,110672.86,OSCILLATION,NO_TRADE,-0.014320812,-0.182328457,0.0032165183478806,0.2432574,,,空仓,,0.0,0.0,
2025-10-25 04:00:00,111489.6,111820.87,111029.99,OSCILLATION,NO_TRADE,-0.010441666,-0.233526863,0.0041224472955325,0.446781566,,,空仓,,0.0,0.0,
2025-10-25 08:00:00,111563.81,111850.13,111375.81,OSCILLATION,NO_TRADE,0.000183693,-0.299657414,0.0016851342742776,0.4596858206349965,,,空仓,,0.0,0.0,
2025-10-25 12:00:00,111385.18,111943.19,111311.19,OSCILLATION,NO_TRADE,0.014002785,-0.389534955,0.0006642714946457,0.4374737906767873,低点,,空仓,,0.0,0.0,
2025-10-25 16:00:00,111623.45,111731.78,111164.39,BULLISH_SINGULARITY,SHORT_MODE,0.032042888,-0.479364089,0.0041125767031927,0.3549927572383025,,,空仓,,0.0,0.0,
2025-10-25 20:00:00,111646.27,111683.64,111342.25,BULLISH_SINGULARITY,SHORT_MODE,0.053935443,-0.540838512,0.0027230645502084,0.2411298176031565,,,空仓,,0.0,0.0,
2025-10-26 00:00:00,111260.46,111899.56,111260.45,BULLISH_SINGULARITY,SHORT_MODE,0.074551853,-0.56209317,8.987918986954779e-08,0.4673277578538588,低点,,空仓,,0.0,0.0,
2025-10-26 04:00:00,111723.98,111724.96,111260.46,BULLISH_SINGULARITY,SHORT_MODE,0.090591401,-0.547615754,0.0041487959881127,0.3272045784490843,,,空仓,,0.0,0.0,
2025-10-26 08:00:00,113286.09,113466.23,111708.63,BULLISH_SINGULARITY,SHORT_MODE,0.1026332917326227,-0.468256772,0.0139245692035093,1.447025760407173,,,空仓,,0.0,0.0,
2025-10-27 04:00:00,115554.6,116400.0,114938.01,OSCILLATION,NO_TRADE,0.015974128,0.4100986469062209,0.0053359191239466,2.5116524763777908,高点,,空仓,,0.0,0.0,
2025-10-27 12:00:00,114969.68,115437.48,114503.99,BEARISH_SINGULARITY,LONG_MODE,-0.049897664,0.5961265916824819,0.0040505461961796,1.888813296641448,,,空仓,,114107.65,0.76,
2025-10-27 16:00:00,114942.64,115790.0,114790.81,BEARISH_SINGULARITY,LONG_MODE,-0.072967362,0.6591719209459737,0.0013209197213497,0.9437499183136332,,,空仓,,114107.65,0.73,
2025-10-27 20:00:00,114107.65,114942.64,113830.01,BEARISH_SINGULARITY,LONG_MODE,-0.090884901,0.6714283784795345,0.002433140985727,1.003641973378769,,,持仓,LONG正常,114107.65,0.0,开多(正常 150%仓位)
2025-10-28 00:00:00,113908.24,114547.2,113569.91,BEARISH_SINGULARITY,LONG_MODE,-0.101325102,0.669404739,0.002970197766202,0.9648749571734409,低点,,持仓,LONG正常,114107.65,-0.17,
2025-10-28 04:00:00,114188.37,114364.99,113483.3,BEARISH_SINGULARITY,LONG_MODE,-0.106115815,0.5816143088874332,0.0061746218113104,0.9589838377304196,,,持仓,LONG正常,114107.65,0.07,
2025-10-28 08:00:00,114357.73,114673.68,114113.3,BEARISH_SINGULARITY,LONG_MODE,-0.097092879,0.4149662677437958,0.0021374156342557,0.5366878896049646,高点,,空仓,,0.0,0.0,平仓(高点)
2025-10-28 20:00:00,112898.45,113703.32,112211.0,OSCILLATION,NO_TRADE,-0.015681789,-0.200967708,0.0060891004260908,1.2253731283745704,,,空仓,,0.0,0.0,
2025-10-29 00:00:00,112523.49,112975.75,112100.0,OSCILLATION,NO_TRADE,0.01232217,-0.345958433,0.0037635697221976,0.7824450007836176,低点,,空仓,,0.0,0.0,
2025-10-29 04:00:00,113577.9,113577.9,112505.58,BULLISH_SINGULARITY,SHORT_MODE,0.037850748,-0.45295841,0.0094412733463111,0.7468266972334671,高点,,空仓,,0.0,0.0,
2025-10-29 08:00:00,113132.36,113624.12,112732.91,BULLISH_SINGULARITY,SHORT_MODE,0.060837435,-0.560605269,0.0035308200058762,0.710457317,,,空仓,,0.0,0.0,
2025-10-29 12:00:00,111509.74,113643.73,111401.5,BULLISH_SINGULARITY,SHORT_MODE,0.076311816,-0.63304222,0.0009706775390204,1.5502943326842384,,,空仓,,0.0,0.0,
2025-10-29 16:00:00,110640.0,112030.23,109200.0,BULLISH_SINGULARITY,SHORT_MODE,0.082901683,-0.657612524,0.0130151843817787,2.412526157684436,,,空仓,,0.0,0.0,
2025-10-29 20:00:00,110021.29,111800.0,109733.22,BULLISH_SINGULARITY,SHORT_MODE,0.084637975,-0.660711411,0.0026183114195442,0.8362479646610524,低点,,空仓,,0.0,0.0,
2025-10-30 00:00:00,110751.47,111011.99,109703.43,BULLISH_SINGULARITY,SHORT_MODE,0.082844883,-0.679121582,0.0094629895205906,0.7284757617128346,,,空仓,,0.0,0.0,
2025-10-30 04:00:00,111366.72,111592.0,107925.06,BULLISH_SINGULARITY,SHORT_MODE,0.084168603,-0.719427254,0.0309038463196186,1.9653716394073664,高点,,空仓,,0.0,0.0,
2025-10-30 08:00:00,109717.29,111467.01,109692.3,BULLISH_SINGULARITY,SHORT_MODE,0.086289983,-0.791548191,0.0002277672005933,0.8911687385598726,,,空仓,,0.0,0.0,
2025-10-30 12:00:00,107711.56,109777.93,107328.0,BULLISH_SINGULARITY,SHORT_MODE,0.082891613,-0.880062235,0.0035609919678073,1.9323720528443569,,,空仓,,0.0,0.0,
2025-10-30 16:00:00,106536.39,108214.85,106304.34,BULLISH_SINGULARITY,SHORT_MODE,0.079788873,-0.964418354,0.0021781289942338,1.2770385558593946,低点,,空仓,,0.0,0.0,
2025-10-30 20:00:00,108322.88,108334.53,106316.17,BULLISH_SINGULARITY,SHORT_MODE,0.083576645,-1.048246179,0.0185252644685961,0.9489162882590424,,,空仓,,0.0,0.0,
2025-10-31 00:00:00,109227.86,110042.16,108275.28,BULLISH_SINGULARITY,SHORT_MODE,0.1027626278690255,-1.191675565,0.0087210350912304,1.2098961013741778,,,空仓,,0.0,0.0,
2025-10-31 04:00:00,109449.31,110215.0,109114.88,BULLISH_SINGULARITY,SHORT_MODE,0.1257860824159267,-1.331425678,0.003055569742742,1.022805026137814,,,空仓,,0.0,0.0,
2025-10-31 08:00:00,110415.61,110550.0,109214.13,BULLISH_SINGULARITY,SHORT_MODE,0.1437773748964095,-1.459125621,0.010881432435142,0.6909683603076989,高点,,空仓,,0.0,0.0,
2025-10-31 12:00:00,110202.9,111190.0,109366.91,BULLISH_SINGULARITY,SHORT_MODE,0.1607314255072542,-1.560663675,0.0075859165230678,1.640211460790405,,,空仓,,0.0,0.0,
2025-10-31 16:00:00,109828.78,110300.0,108635.0,BULLISH_SINGULARITY,SHORT_MODE,0.1689594960943254,-1.598445727,0.0108694642697478,1.0015252159046524,,,空仓,,0.0,0.0,
2025-10-31 20:00:00,109608.01,109828.79,109329.15,BULLISH_SINGULARITY,SHORT_MODE,0.1692875886478078,-1.543703869,0.0025441571286624,0.3565324683151745,低点,,空仓,,0.0,0.0,
2025-11-01 00:00:00,110226.37,110315.54,109394.81,BULLISH_SINGULARITY,SHORT_MODE,0.1599572622969343,-1.439026495,0.0075441112684741,0.363758529,高点,,空仓,,0.0,0.0,
2025-11-01 04:00:00,110071.4,110564.49,109933.86,BULLISH_SINGULARITY,SHORT_MODE,0.1464261671722699,-1.297261661,0.0012495525631544,0.3578896858238109,,,空仓,,0.0,0.0,
2025-11-01 08:00:00,110137.59,110270.9,109854.72,BULLISH_SINGULARITY,SHORT_MODE,0.1268319081835456,-1.086120408,0.0025683329370108,0.3211719998604731,,,空仓,,0.0,0.0,
2025-11-01 12:00:00,110310.65,110348.0,109702.66,BULLISH_SINGULARITY,SHORT_MODE,0.1015125055159471,-0.862048363,0.0055116165120955,0.4379618913606324,高点,,空仓,,0.0,0.0,
2025-11-01 16:00:00,110299.99,110529.99,110192.0,BULLISH_SINGULARITY,SHORT_MODE,0.07537497,-0.634561681,0.0009790572057169,0.361501137,,,空仓,,0.0,0.0,
2025-11-01 20:00:00,110098.1,110516.17,109858.44,BULLISH_SINGULARITY,SHORT_MODE,0.049211127,-0.443711863,0.0021767859754165,0.2674020709561994,低点,,空仓,,0.0,0.0,
2025-11-02 04:00:00,110895.53,111045.09,110030.06,OSCILLATION,NO_TRADE,0.012310853,-0.209185992,0.0078043722772234,1.4722048956392404,,,空仓,,0.0,0.0,
2025-11-02 08:00:00,111196.99,111229.78,110346.15,OSCILLATION,NO_TRADE,0.011132456,-0.17033268,0.0076516459663162,0.8059788294682005,高点,,空仓,,0.0,0.0,
2025-11-02 12:00:00,110117.48,111250.01,110096.32,OSCILLATION,NO_TRADE,0.012910477,-0.147282376,0.0001921584111803,0.6102727114417454,低点,,空仓,,0.0,0.0,
2025-11-02 16:00:00,110180.84,110331.0,109735.59,OSCILLATION,NO_TRADE,0.010803569,-0.099003847,0.0040410837310733,0.4425096180672989,,,空仓,,0.0,0.0,
2025-11-02 20:00:00,110540.68,110742.26,109471.34,OSCILLATION,NO_TRADE,0.008232618,-0.098419233,0.0096737237368179,0.6254367641824289,高点,,空仓,,0.0,0.0,
2025-11-03 00:00:00,107937.45,110750.0,107907.44,OSCILLATION,NO_TRADE,0.011766245,-0.056461204,0.0002780313968876,1.6474624674368918,,,空仓,,0.0,0.0,
2025-11-03 04:00:00,107468.23,108075.0,107006.05,OSCILLATION,NO_TRADE,0.001630184,0.083455415,0.0043006198203877,1.5823163317323476,,,空仓,,0.0,0.0,
2025-11-03 08:00:00,107787.42,107920.92,106726.63,OSCILLATION,NO_TRADE,-0.011884115,0.1861458556735533,0.0098415009840665,1.4421609088513918,,,空仓,,0.0,0.0,
2025-11-04 08:00:00,104584.76,104699.07,103605.0,OSCILLATION,NO_TRADE,-0.014859696,-0.056696158,0.0093680953133132,1.655675133963417,,,空仓,,0.0,0.0,
2025-11-04 12:00:00,103197.01,104842.63,102915.05,OSCILLATION,NO_TRADE,-0.003032297,-0.170787088,0.0027322497037461,2.1079967312178853,,,空仓,,0.0,0.0,
2025-11-04 16:00:00,100542.64,103500.05,100010.73,OSCILLATION,NO_TRADE,0.008189778,-0.261220038,0.0052903922156808,3.251423858238802,低点,,空仓,,0.0,0.0,
2025-11-04 20:00:00,101497.22,101893.09,98944.36,OSCILLATION,NO_TRADE,0.01541347,-0.299093913,0.0251520189419966,2.615300462547725,,,空仓,,0.0,0.0,
2025-11-05 00:00:00,102130.0,102272.23,98966.8,BULLISH_SINGULARITY,SHORT_MODE,0.029556793,-0.374925616,0.0309722902183491,2.134093529916885,高点,,空仓,,0.0,0.0,
2025-11-05 04:00:00,101993.02,102370.0,101500.0,BULLISH_SINGULARITY,SHORT_MODE,0.043848557,-0.46292152,0.0048338601994529,0.8713904498771712,,,空仓,,0.0,0.0,
2025-11-05 08:00:00,102070.61,102203.48,101176.47,BULLISH_SINGULARITY,SHORT_MODE,0.05478307,-0.52637952,0.0087600142685538,0.6521208305330114,,,空仓,,0.0,0.0,
2025-11-05 12:00:00,103728.3,103798.37,101916.77,BULLISH_SINGULARITY,SHORT_MODE,0.062501892,-0.562987084,0.0174641828700557,1.136897806313319,,,空仓,,0.0,0.0,
2025-11-05 16:00:00,104008.09,104529.41,103057.56,BULLISH_SINGULARITY,SHORT_MODE,0.07080578,-0.591028325,0.0091390006296625,0.9577618031042772,高点,,空仓,,0.0,0.0,
2025-11-05 20:00:00,103885.16,104534.74,103305.05,BULLISH_SINGULARITY,SHORT_MODE,0.07099405,-0.577140782,0.0055841469561196,0.4646376668442248,,,空仓,,0.0,0.0,
2025-11-06 00:00:00,103636.03,103933.33,102716.26,BULLISH_SINGULARITY,SHORT_MODE,0.064131904,-0.524048888,0.0088750022554897,0.6393836247605954,,,空仓,,0.0,0.0,
2025-11-06 04:00:00,103185.48,104200.0,102910.66,BULLISH_SINGULARITY,SHORT_MODE,0.053373767,-0.432940134,0.0026633592245729,0.496188328,,,空仓,,0.0,0.0,
2025-11-06 16:00:00,101388.81,102393.51,100300.95,OSCILLATION,NO_TRADE,0.010071323,-0.044466775,0.0107295864306919,0.9785321227566908,,,空仓,,0.0,0.0,
2025-11-06 20:00:00,101346.04,101643.28,100541.17,OSCILLATION,NO_TRADE,-0.003101286,0.1159852714640563,0.0079418001926863,0.6040475822069921,低点,,空仓,,0.0,0.0,
2025-11-07 00:00:00,101916.29,102500.0,100749.94,OSCILLATION,NO_TRADE,-0.013904446,0.2773770309121019,0.0114441960161618,0.6748723877459898,,,空仓,,0.0,0.0,
2025-11-07 04:00:00,102010.0,102527.0,101582.92,BEARISH_SINGULARITY,LONG_MODE,-0.02341008,0.411682425,0.004186648367807,0.5228239330819034,高点,,空仓,,100797.95,1.2,
2025-11-07 08:00:00,100411.89,102050.0,99803.58,BEARISH_SINGULARITY,LONG_MODE,-0.035153028,0.4388277035695657,0.0060581470979183,1.1031211520720758,低点,,空仓,,100797.95,-0.38,
2025-11-07 12:00:00,100797.95,101253.99,99260.86,BEARISH_SINGULARITY,LONG_MODE,-0.042166756,0.4458438251622449,0.0152492188581215,1.4355931402027775,,,持仓,LONG正常,100797.95,0.0,开多(正常 150%仓位)
2025-11-07 16:00:00,103395.25,103395.25,100517.06,BEARISH_SINGULARITY,LONG_MODE,-0.040603863,0.4455518677571425,0.0278367719987136,1.1227131983826366,高点,,空仓,,0.0,0.0,平仓(高点)
