timestamp,close,volume,tension,acceleration,dxy_fuel,ema20,price_vs_ema,avg_volume_20,volume_ratio
2025-07-25 00:00:00,115419.66,11127.20493,0.4884700876584745,0.0,0.0,115419.66,0.0,,
2025-07-25 04:00:00,115320.01,8835.25163,0.5012986497924151,0.0,0.0,115410.16952380951,-0.07812095258288103,,
2025-07-25 08:00:00,116543.58,7216.21136,0.5133588789399444,0.011473585243956174,0.0,115518.1133786848,0.887710672657528,,
2025-07-25 12:00:00,115727.08,6361.79335,0.5246275799270952,-0.01761617705331837,0.0,115538.01496166718,0.16363881480527848,,
2025-07-25 16:00:00,116688.6,3089.40882,0.5350826581251854,0.015314476363493597,0.0,115647.59448912746,0.9001531899311747,,
2025-07-25 20:00:00,117614.31,1776.47864,0.5447031610303944,-0.00037534773616757465,0.0,115834.90072825817,1.5361598797552505,,
2025-07-26 00:00:00,117489.62,1222.24277,0.5534693181527549,-0.008993325819173474,0.0,115992.49303985263,1.2907102183181625,,
2025-07-26 04:00:00,117304.47,1006.48005,0.5613625791384524,-0.0005157237836354478,0.0,116117.44322653335,1.022263960076082,,
2025-07-26 08:00:00,117776.11,1549.30958,0.5683656500520212,0.005596532042613678,0.0,116275.41149067302,1.290641323120455,,
2025-07-26 12:00:00,118130.1,1303.59734,0.5744625277478584,-0.0010150301151250892,0.0,116452.04849156132,1.440980669876568,,
2025-07-26 16:00:00,118232.11,1051.39337,0.5796385322634765,-0.0021420785957795177,0.0,116621.57815903168,1.3809895787657007,,
2025-07-26 20:00:00,117919.99,858.64895,0.5838803371699958,-0.003503431425337145,0.0,116745.23642960009,1.0062539648958768,,
2025-07-27 00:00:00,118182.83,1007.50696,0.5871759978186358,0.004868860970158397,0.0,116882.15010297151,1.112813116359176,,
2025-07-27 04:00:00,118095.95,808.21213,0.5895149774253139,-0.0029641011491016,0.0,116997.75009316471,0.9386504492272697,,
2025-07-27 08:00:00,118072.71,835.9696,0.5908881709389432,0.0005383430313849566,0.0,117100.12722714903,0.8305565466759696,,
2025-07-27 12:00:00,118585.74,1586.05165,0.5912879266425843,0.004541823649346763,0.0,117241.61415789675,1.1464579806049364,,
2025-07-27 16:00:00,118960.0,3418.37234,0.5907080654403256,-0.0011890058033641902,0.0,117405.26995238278,1.3242421300575276,,
2025-07-27 20:00:00,119415.55,1672.19651,0.589143897786524,0.0006734097570201673,0.0,117596.72519501299,1.5466628020217594,,
2025-07-28 00:00:00,119287.99,1824.53168,0.5865922382179547,-0.004897641058417526,0.0,117757.79803358318,1.29944003027335,,
2025-07-28 04:00:00,118900.0,2360.0622,0.5830514174533362,-0.00218434613511893,0.0,117866.57917324193,0.8767717142610312,2945.546193,0.8012307549644324
2025-07-28 08:00:00,118827.49,2060.1822,0.5785212920287833,0.0026427085249746815,0.0,117958.09449007604,0.7370376010924046,2492.1950564999997,0.8266536740881303
2025-07-28 12:00:00,118174.9,3792.61028,0.5730032514418485,-0.004882070802918184,0.0,117978.74263387833,0.16626500820609713,2240.062989,1.693081979669278
2025-07-28 16:00:00,118068.73,2575.55527,0.5665002227809613,0.004593496874525902,0.0,117987.31285922325,0.06900499621843713,2008.0301845000001,1.2826277661963101
2025-07-28 20:00:00,118062.32,1348.80591,0.5590166728213695,0.0008441237182088896,0.0,117994.45639644009,0.05751423044139448,1757.3808125,0.7675091820771771
2025-07-29 00:00:00,118764.85,2242.87768,0.5505586075729176,0.006004791808245396,0.2275084570411643,118067.82721582674,0.5903579329016702,1715.0542555,1.3077590244199713
2025-07-29 04:00:00,118882.37,2579.99271,0.5411335692693774,-0.004960983032824021,0.2275084570411643,118145.40271908134,0.6237799050640791,1755.2299589999998,1.469888715590229
2025-07-29 08:00:00,118592.38,1962.95351,0.5307506307933887,-0.00342882033894551,0.2275084570411643,118187.97198393074,0.3421735810174094,1792.265496,1.0952358980189842
2025-07-29 12:00:00,117400.01,4173.95638,0.519420387535464,-0.007615053961982305,0.2275084570411643,118112.92798546115,-0.6035901383707232,1950.6393125,2.1397889159993024
