时间,收盘价,信号类型,方向,置信度,张力,加速度,量能比率,EMA偏离%
2025-08-10 12:00:00,118815.0,BEARISH_SINGULARITY,short,0.7,0.7733394173530197,-0.0845191579779157,,0.0
2025-08-10 16:00:00,118663.08,BEARISH_SINGULARITY,short,0.7,0.708409113349101,-0.0804465008533109,,-0.11569933814148577
2025-08-10 20:00:00,119294.01,BEARISH_SINGULARITY,short,0.7,0.5927933355073683,-0.0676948429406483,,0.37567513144357767
2025-08-11 00:00:00,121728.99,BEARISH_SINGULARITY,short,0.7,0.5290942215089675,-0.0631242869000843,,2.1885435051540685
2025-08-11 04:00:00,121537.15,BEARISH_SINGULARITY,short,0.7,0.5524573785528275,-0.0636068809081827,,1.8308680559716288
2025-08-11 08:00:00,120561.54,BEARISH_SINGULARITY,short,0.7,0.5851209594393163,-0.0679277223215729,,0.9160426891455962
2025-08-11 12:00:00,120314.4,BEARISH_SINGULARITY,short,0.7,0.627769121624933,-0.0761791748621619,,0.6412006767917083
2025-08-11 16:00:00,119089.3,BEARISH_SINGULARITY,short,0.7,0.6365680809336108,-0.0797075149129932,,-0.34717286113795875
2025-08-11 20:00:00,118686.0,BEARISH_SINGULARITY,short,0.7,0.5934326901820595,-0.0757075655210445,,-0.6198499339625857
2025-08-12 00:00:00,118857.7,BEARISH_SINGULARITY,short,0.7,0.4994074192284805,-0.0661137783207126,,-0.43093372486988885
2025-08-12 04:00:00,118986.72,BEARISH_SINGULARITY,short,0.7,0.3773572082111734,-0.0529266795748302,,-0.29219360947813583
2025-08-13 08:00:00,120570.41,BULLISH_SINGULARITY,long,0.6,-0.3632686299070283,0.0457893006284492,,0.8493430010302006
2025-08-13 12:00:00,120920.62,BULLISH_SINGULARITY,long,0.6,-0.4004817356474436,0.0453089827335421,,1.0323602007218056
2025-08-13 16:00:00,122744.21,BULLISH_SINGULARITY,long,0.6,-0.4025865627958822,0.0400863613434891,1.2082802981338485,2.30697151837111
2025-08-13 20:00:00,123306.43,BULLISH_SINGULARITY,long,0.6,-0.3603211985640602,0.0300952590901555,1.1171152887352953,2.5046186650955446
2025-08-15 04:00:00,118956.45,BULLISH_SINGULARITY,long,0.6,-0.8050073129625414,0.0565937635539306,0.48454224137208357,-0.7515611492509465
2025-08-15 08:00:00,119006.01,BULLISH_SINGULARITY,long,0.6,-1.0091647840364837,0.0885537251670626,0.31932778120091415,-0.6430076521882331
2025-08-15 12:00:00,117275.22,BULLISH_SINGULARITY,long,0.6,-1.1979175489222706,0.1173702827075209,1.4098832292197638,-1.8929323412793404
2025-08-15 16:00:00,116936.27,BULLISH_SINGULARITY,long,0.6,-1.376757060349172,0.1433642834520483,0.6575137533635413,-1.9732886361245265
2025-08-15 20:00:00,117342.05,BULLISH_SINGULARITY,long,0.6,-1.513084872403328,0.1632384064380758,0.39128202981202537,-1.4798925028743648
2025-08-16 00:00:00,117429.63,BULLISH_SINGULARITY,long,0.6,-1.5840387941464724,0.176108911628896,0.4156289299700787,-1.2741279984413474
2025-08-16 04:00:00,117596.07,BULLISH_SINGULARITY,long,0.6,-1.597739210402458,0.1789097621829369,0.2755372387399946,-1.0272887606685266
2025-08-16 08:00:00,117378.52,BULLISH_SINGULARITY,long,0.6,-1.5325226654603907,0.1755151490771587,0.3654383861176555,-1.0963749687175304
2025-08-16 12:00:00,117676.7,BULLISH_SINGULARITY,long,0.6,-1.4374721010217852,0.1635529931887775,0.3673355808023187,-0.7652549002216389
2025-08-16 16:00:00,117672.12,BULLISH_SINGULARITY,long,0.6,-1.326161991272079,0.1456565395102931,0.26167364518654185,-0.6963779763855482
2025-08-16 20:00:00,117380.66,BULLISH_SINGULARITY,long,0.6,-1.2344877743857685,0.1280727628061522,0.29704540479867936,-0.8533604342523813
2025-08-17 00:00:00,117684.95,BULLISH_SINGULARITY,long,0.6,-1.1640025607339624,0.1142946446744759,0.2925120362501962,-0.539851526684168
2025-08-17 04:00:00,118005.98,BULLISH_SINGULARITY,long,0.6,-1.1264345203409452,0.1052398009086852,0.4449574186278404,-0.24302377821488058
2025-08-17 08:00:00,118308.01,BULLISH_SINGULARITY,long,0.6,-1.06495481173857,0.1015919580896871,0.4251420318760478,0.011127420315851549
2025-08-17 12:00:00,118246.16,BULLISH_SINGULARITY,long,0.6,-0.952193905365367,0.0970763907018761,0.4366703985260341,-0.03723891752091115
2025-08-17 16:00:00,117570.07,BULLISH_SINGULARITY,long,0.6,-0.8338103261085992,0.0906819553341922,0.6241900887979325,-0.5511303292826649
2025-08-17 20:00:00,117405.01,BULLISH_SINGULARITY,long,0.6,-0.6374081061138063,0.0748424275816486,0.4497598268574821,-0.6253752001750928
2025-08-18 00:00:00,115319.0,BULLISH_SINGULARITY,long,0.6,-0.5012141484541116,0.0598423224944217,3.428540731240442,-2.1682483348161097
2025-08-18 04:00:00,115205.98,BULLISH_SINGULARITY,long,0.6,-0.4272642575885335,0.047051876582328,1.9535558668052926,-2.0529250622298987
2025-08-18 08:00:00,114947.27,BULLISH_SINGULARITY,long,0.6,-0.4127946555464085,0.0457824181480648,1.549593269609885,-2.060874444441235
2025-08-18 12:00:00,116145.34,BULLISH_SINGULARITY,long,0.6,-0.4069487124333976,0.0429862407812907,1.49442762099986,-0.9419547167686847
2025-08-18 16:00:00,116313.99,BULLISH_SINGULARITY,long,0.6,-0.4129123865390643,0.037024528488003,0.9184571557618518,-0.7226546967004432
2025-08-18 20:00:00,116227.05,BULLISH_SINGULARITY,long,0.6,-0.3920330732421517,0.0268309203161449,0.7183657662191708,-0.7215165882439423
2025-08-19 00:00:00,114810.0,BULLISH_SINGULARITY,long,0.6,-0.4119573940040944,0.02185522762103,1.4154082398493408,-1.7511570785572588
2025-08-19 04:00:00,114978.14,BULLISH_SINGULARITY,long,0.6,-0.4533291767956846,0.023716009787387,1.4310025987272026,-1.4564269759533475
