信号类型,方向,最优平仓盈亏%,信号前张力,信号前加速度,信号前量能比率,信号前DXY燃料,信号时张力,信号时加速度,信号时量能比率,信号时DXY燃料,最优开仓周期,开仓时张力,开仓时加速度,开仓时量能比率,开仓时DXY燃料,价格优势%,最优平仓周期,平仓时张力,平仓时加速度,平仓时量能比率,平仓时DXY燃料,方向改变
HIGH_OSCILLATION,做空,0.6945907890002401,0.5744475157907089,-0.0006472881464575333,1.0742206713990654,0.0,0.5590166728213695,0.0008441237182088,0.7675091820771771,0.0,0,0.5590166728213695,0.0008441237182088,0.7675091820771771,0.0,0.0,2,0.5411335692693774,-0.004960983032824,1.469888715590229,0.2275084570411643,True
HIGH_OSCILLATION,做空,1.496141741220444,0.5684419106832027,0.0011697839979862667,1.113143730235883,0.03791807617352738,0.5505586075729176,0.0060047918082453,1.3077590244199713,0.2275084570411643,10,0.4147877688620454,-0.0127525446663764,2.289428097153722,-0.0707214880617256,1.5561169824236798,3,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,False
HIGH_OSCILLATION,做空,1.496141741220444,0.5614556026525429,0.0007070111817020836,1.224586723673516,0.07583615234705476,0.5411335692693774,-0.004960983032824,1.469888715590229,0.2275084570411643,9,0.4147877688620454,-0.0127525446663764,2.289428097153722,-0.0707214880617256,1.653432716726626,3,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,False
HIGH_OSCILLATION,做空,1.496141741220444,0.5534938257799772,-0.00030491029561793316,1.2693504276619916,0.11375422852058215,0.5307506307933887,-0.0034288203389455,1.0952358980189842,0.2275084570411643,8,0.4147877688620454,-0.0127525446663764,2.289428097153722,-0.0707214880617256,1.4129491287720246,3,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,False
HIGH_OSCILLATION,做空,1.078330402186513,0.5445633484622464,-0.0007604074887952998,1.3438015837169957,0.15167230469410953,0.519420387535464,-0.0076150539619823,2.1397889159993024,0.2275084570411643,0,0.519420387535464,-0.0076150539619823,2.1397889159993024,0.2275084570411643,0.0,10,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,True
HIGH_OSCILLATION,做空,0.9236095359422941,0.523831009309366,0.0006124220815486666,1.3495651630365428,0.2275084570411643,0.4939679139951187,0.0025531212141512,0.8612669876433118,0.2275084570411643,3,0.4490354508036365,-0.0042682012583576,1.0582654543962433,-0.0707214880617256,0.3143430360262109,5,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,True
HIGH_OSCILLATION,做空,1.496141741220444,0.5120503043688038,-0.0006934477885294836,1.2325099157206767,0.17780346619068266,0.4798743779295445,-0.0018304274122236,0.6054275405247762,-0.0707214880617256,4,0.4147877688620454,-0.0127525446663764,2.289428097153722,-0.0707214880617256,1.053757866221988,3,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,True
HIGH_OSCILLATION,做空,1.496141741220444,0.4993431913872756,-0.00021973154314673343,1.0879765049362293,0.128098475340201,0.4648908913802078,-0.0021186855605275,0.6026882508835435,-0.0707214880617256,3,0.4147877688620454,-0.0127525446663764,2.289428097153722,-0.0707214880617256,1.0212066218089082,3,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,True
HIGH_OSCILLATION,做空,1.496141741220444,0.48572399472231687,-0.00035962836304875015,1.0818147643324394,0.07839348448971933,0.4490354508036365,-0.0042682012583576,1.0582654543962433,-0.0707214880617256,2,0.4147877688620454,-0.0127525446663764,2.289428097153722,-0.0707214880617256,0.564092580718887,3,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,True
HIGH_OSCILLATION,做空,1.496141741220444,0.47120850895051025,0.0022710937331434167,1.005704188614378,0.02868849363923769,0.4323274729046246,0.0081692786151707,1.6831254616909366,-0.0707214880617256,1,0.4147877688620454,-0.0127525446663764,2.289428097153722,-0.0707214880617256,0.9180338205056074,3,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,True
HIGH_OSCILLATION,做空,1.8399490755561632,0.4224638879959999,0.0005868503148298998,1.1896642969739573,-0.043017333976510135,0.3773032278900883,-0.0025884661947165,0.9483271275884086,0.0955034364495672,10,0.1487737253742139,-0.0180424145003591,1.3309832411918798,0.6626971946283834,4.336648429669445,29,-0.6254276402266093,0.0104038730962956,2.0937092368533827,0.2622599159323994,False
HIGH_OSCILLATION,做空,1.8675892842878972,0.4045498594465807,0.000335946999352683,1.2192701685121652,-0.015313179891294661,0.357406720083693,-0.0036241054533908,0.7803234801127893,0.0955034364495672,10,0.1228885561255111,0.0173186301888119,1.0754797324944787,0.6626971946283834,4.52365577090046,28,-0.6254276402266093,0.0104038730962956,2.0937092368533827,0.2622599159323994,False
HIGH_OSCILLATION,做空,1.8675892842878972,0.3858397970225702,0.0003522436779146332,1.1318092376675628,0.012390974193920802,0.3367750762595735,-0.0041704211869859,0.5334998693286288,0.0955034364495672,9,0.1228885561255111,0.0173186301888119,1.0754797324944787,0.6626971946283834,4.285939364499409,28,-0.6254276402266093,0.0104038730962956,2.0937092368533827,0.2622599159323994,False
HIGH_OSCILLATION,做空,1.8675892842878972,0.36635781988820276,-0.0006869862742354668,1.0842672869532424,0.04009512827913627,0.3154356100984199,0.0019338989022701,1.3978737574050135,0.0955034364495672,8,0.1228885561255111,0.0173186301888119,1.0754797324944787,0.6626971946283834,4.233295335881862,28,-0.6254276402266093,0.0104038730962956,2.0937092368533827,0.2622599159323994,False
LOW_OSCILLATION,做多,5.207466307754972,-0.2510949295026797,0.00034280553264356674,0.6516019711187528,0.08226380710690134,-0.3210664033515293,0.0043021552856474,1.379951500081796,-0.2079528866538397,6,-0.4815665605477066,-0.0240090582609451,2.6094135114522254,-0.1398384676452419,1.6477104488530472,30,-0.9044786531062858,-0.0003395185418623,1.3638201976536084,0.1260400013773703,False
LOW_OSCILLATION,做多,5.207466307754972,-0.2790804427274108,-0.0005881421062398333,0.7265159459346856,-0.0628445397734692,-0.3486194749527305,-0.0033290195415448,0.9141458324460952,-0.2079528866538397,5,-0.4815665605477066,-0.0240090582609451,2.6094135114522254,-0.1398384676452419,1.606253902110878,30,-0.9044786531062858,-0.0003395185418623,1.3638201976536084,0.1260400013773703,False
LOW_OSCILLATION,做多,5.207466307754972,-0.3068999409126645,0.0005550212579261501,0.762450636311561,-0.20795288665383974,-0.3759044532517189,0.0028382677381037,0.5578370562391662,-0.2079528866538397,4,-0.4815665605477066,-0.0240090582609451,2.6094135114522254,-0.1398384676452419,1.843491762159376,30,-0.9044786531062858,-0.0003395185418623,1.3638201976536084,0.1260400013773703,False
LOW_OSCILLATION,做多,5.207466307754972,-0.33451260170221314,-0.0016842242517439666,0.7983222462098554,-0.1966004834857401,-0.4028811637282097,-0.0093543105575198,0.8410533024649831,-0.1398384676452419,3,-0.4815665605477066,-0.0240090582609451,2.6094135114522254,-0.1398384676452419,1.1577861633678905,30,-0.9044786531062858,-0.0003395185418623,1.3638201976536084,0.1260400013773703,False
LOW_OSCILLATION,做多,5.207466307754972,-0.3618778505584794,-0.0005386758738648,0.9308297795562445,-0.18524808031764042,-0.4295098466929164,0.0044241787275832,1.324439832509119,-0.1398384676452419,2,-0.4815665605477066,-0.0240090582609451,2.6094135114522254,-0.1398384676452419,0.9087503081959478,30,-0.9044786531062858,-0.0003395185418623,1.3638201976536084,0.1260400013773703,True
BULLISH_SINGULARITY,做多,7.240791271462765,-0.442088497344074,0.001077477166139567,1.1881699443498972,-0.1511908708133415,-0.506917736613323,0.0225297991584372,0.8085663585515835,-0.1398384676452419,2,-0.55607855268506,-0.0099476987300191,0.6612511622576,0.2622599159323994,0.09378037630443434,30,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,7.240791271462765,-0.4680656391323476,0.0003500463705352668,1.1822322379986718,-0.1398384676452419,-0.5317673039813599,-0.0015263170355221,0.5222108181318144,-0.1398384676452419,1,-0.55607855268506,-0.0099476987300191,0.6612511622576,0.2622599159323994,0.5430485916248821,30,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,7.240791271462765,-0.49359853729182274,0.00025114834178538377,1.1522652146307748,-0.07282207038230169,-0.55607855268506,-0.0099476987300191,0.6612511622576,0.2622599159323994,0,-0.55607855268506,-0.0099476987300191,0.6612511622576,0.2622599159323994,0.0,30,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,6.567904576417301,-0.5431815062586824,-0.0012555782256356833,1.0571077819277475,0.06121072414357873,-0.6029433116301366,-0.0063355873683358,0.8318873735192488,0.2622599159323994,0,-0.6029433116301366,-0.0063355873683358,0.8318873735192488,0.2622599159323994,0.0,28,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,6.2708065919002225,-0.6354083776655481,0.00025831287429508323,1.0009899999963314,0.16615082324658279,-0.6886938524783612,-0.001557859900502,0.7112378679817738,-0.3143946401825003,0,-0.6886938524783612,-0.001557859900502,0.7112378679817738,-0.3143946401825003,0.0,24,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,6.046799843781566,-0.6568197189113663,-0.0007020947286598833,0.9761677806779686,0.07004173056076617,-0.7082836195694173,0.005992947264841,0.7603841517438357,-0.3143946401825003,0,-0.7082836195694173,0.005992947264841,0.7603841517438357,-0.3143946401825003,0.0,23,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,4.751234621392098,-0.7349399745547983,0.0004013563503186501,1.2200066139294847,-0.31439464018250035,-0.7783917885793706,-0.0065318979873258,0.9466056698383646,-0.3143946401825003,4,-0.8341260287864449,-0.0064862476578405,1.2947494732579927,0.1260400013773703,1.0762734033409256,15,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,False
LOW_OSCILLATION,做多,4.751234621392098,-0.7524457929779076,-0.00039555110398275026,1.3078183474218168,-0.24098886658918853,-0.7937287630170172,-0.0063393046263104,1.238108268935766,0.1260400013773703,3,-0.8341260287864449,-0.0064862476578405,1.2947494732579927,0.1260400013773703,0.45371939657701965,15,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,4.751234621392098,-0.7690891191780879,-0.00023806835003050008,1.305165225421181,-0.16758309299587673,-0.8081435767704988,0.0069378437885545,0.74446541974002,0.1260400013773703,2,-0.8341260287864449,-0.0064862476578405,1.2947494732579927,0.1260400013773703,0.5217554026081264,15,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,4.751234621392098,-0.7848458837517341,-0.0024080785698026123,1.059159429267821,-0.09417731940256502,-0.8216156814209628,-4.77207579721731e-05,0.5711570252798993,0.1260400013773703,1,-0.8341260287864449,-0.0064862476578405,1.2947494732579927,0.1260400013773703,0.5850039921633252,15,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,4.751234621392098,-0.7996934172674623,-0.0012185709728230953,1.031796020444242,-0.020771545809253254,-0.8341260287864449,-0.0064862476578405,1.2947494732579927,0.1260400013773703,0,-0.8341260287864449,-0.0064862476578405,1.2947494732579927,0.1260400013773703,0.0,15,-0.8983423972467239,0.0150945999189552,3.521463755893149,-0.4171160897338265,True
LOW_OSCILLATION,做多,5.974300077819973,-0.8136104906980428,-0.0007504662176224117,0.9424254067555395,0.05263422778405852,-0.8456571056139628,0.0079645299351599,0.859466583481194,0.1260400013773703,2,-0.8657192601946131,-0.0043923873944799,0.5530491062196259,0.1260400013773703,0.059594648194508625,30,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,5.974300077819973,-0.8385757697671653,0.0006270193830490377,0.7504717849663742,0.1260400013773703,-0.8657192601946131,-0.0043923873944799,0.5530491062196259,0.1260400013773703,0,-0.8657192601946131,-0.0043923873944799,0.5530491062196259,0.1260400013773703,0.0,30,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,5.836366524281099,-0.8495890509031296,0.0004187311459912547,0.8121425600568077,0.1260400013773703,-0.8742232635862848,0.0056881143662078,1.1144900702826204,0.1260400013773703,3,-0.89349913309915,-0.0011947224537653,0.6427188880458344,0.1260400013773703,0.18870120690146266,26,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,5.903105942054184,-0.8596020872318751,0.00039927840857946684,0.9258054183049861,0.1260400013773703,-0.8816938993934353,-0.0001644371824429,1.2531341747689688,0.1260400013773703,3,-0.8978200037095494,0.002422013664937,0.891483360829576,0.1260400013773703,0.5531124583724704,25,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,5.903105942054184,-0.8686013760070033,0.0006654259175454671,0.8328996402830097,0.1260400013773703,-0.8881217614372137,-0.0048893626040445,0.7373148051261362,0.1260400013773703,2,-0.8978200037095494,0.002422013664937,0.891483360829576,0.1260400013773703,0.3680476595284548,25,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,5.903105942054184,-0.8765750472545344,-0.0008611161472754,0.7967750243771166,0.1260400013773703,-0.89349913309915,-0.0011947224537653,0.6427188880458344,0.1260400013773703,1,-0.8978200037095494,0.002422013664937,0.891483360829576,0.1260400013773703,0.06301932051889196,25,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,5.903105942054184,-0.8835128869033744,-0.00042179693393129997,0.8653650675454604,0.1260400013773703,-0.8978200037095494,0.002422013664937,0.891483360829576,0.1260400013773703,0,-0.8978200037095494,0.002422013664937,0.891483360829576,0.1260400013773703,0.0,25,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,3.9389336599049996,-0.9007606728941777,0.0009918783016316334,1.161006640471664,0.1260400013773703,-0.9044786531062858,-0.0003395185418623,1.3638201976536084,0.1260400013773703,1,-0.903487360398338,-0.0053724118294851,0.5174068363442774,0.1260400013773703,0.1278626436056039,20,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,3.9389336599049996,-0.9024253774440424,0.00029559673901166693,1.1401212985214044,0.1260400013773703,-0.903487360398338,-0.0053724118294851,0.5174068363442774,0.1260400013773703,0,-0.903487360398338,-0.0053724118294851,0.5174068363442774,0.1260400013773703,0.0,20,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,3.3892145967764895,-0.9030286919733225,0.0009911966253850666,1.223576955509095,0.1260400013773703,-0.9014398908852296,0.0065956129831774,1.3922173027557188,0.1260400013773703,0,-0.9014398908852296,0.0065956129831774,1.3922173027557188,0.1260400013773703,0.0,19,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,4.062461874237588,-0.8984969470095195,-0.0020767602407701334,1.739246232893011,-0.1455380441782281,-0.8890306133769076,-0.0064512976660742,1.771144876157207,-0.4171160897338265,6,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,1.6915178754352278,10,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,False
LOW_OSCILLATION,做多,4.062461874237588,-0.8948900486036325,-0.0010239488085798502,1.8515807991480904,-0.2360640593634276,-0.8828372626709635,0.0059773500512794,2.0378275951840865,-0.4171160897338265,5,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,1.489580632077285,10,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,False
LOW_OSCILLATION,做多,4.062461874237588,-0.8902481118032252,-0.0014839770184363662,1.941944584009213,-0.32659007454862704,-0.8756357395958935,-0.0081325810886242,1.0595895455110125,-0.4171160897338265,4,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,0.4761804796904522,10,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,4.062461874237588,-0.8845815881803784,-0.0014505868089549833,1.8563375676302474,-0.4171160897338266,-0.8674407491481481,0.0067959542400657,0.8785752044819258,-0.4171160897338265,3,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,0.13799437170348552,10,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,4.062461874237588,-0.8779026312916164,-0.0031608186746439667,1.3884059174914996,-0.244021491995992,-0.858268655914153,0.0048332087248213,0.7138738550606636,0.6214514966931809,2,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,0.28225348462909505,10,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,4.062461874237588,-0.8702250802087113,0.00044357659377795014,1.2656184677469995,-0.0709268942581574,-0.8481374605462013,-0.0003611746988003,1.1326997300871011,0.6214514966931809,1,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,0.3903796995160468,10,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,4.062461874237588,-0.8615644402266861,0.0006872434190281835,1.1082819072305523,0.1021677034796772,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,0,-0.8370667734847571,-0.0049892967145728,0.8271255130585244,0.6214514966931809,0.0,10,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,3.226535944616269,-0.8298635500247727,0.00121736872383635,0.9666760408358525,0.6214514966931809,-0.7984373858784394,0.0061500077538349,0.7030837419697976,0.6214514966931809,1,-0.783835961729847,-0.0093455299831675,0.7680472753185286,-0.2164446315852984,0.5427851946758213,6,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,3.226535944616269,-0.817458100994055,-0.0011457543941617836,0.9757049442121634,0.481802141980101,-0.783835961729847,-0.0093455299831675,0.7680472753185286,-0.2164446315852984,0,-0.783835961729847,-0.0093455299831675,0.7680472753185286,-0.2164446315852984,0.0,6,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,3.1416018009640423,-0.8041712138597362,-4.367141174615039e-05,0.9114269804404858,0.34215278726702114,-0.7684161377402877,0.0062513231956935,0.7470319474570372,-0.2164446315852984,0,-0.7684161377402877,0.0062513231956935,0.7470319474570372,-0.2164446315852984,0.0,5,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,2.2947006649475568,-0.7900278320354682,0.0020304715574906164,0.9476079373154009,0.2025034325539413,-0.7522064825391488,0.0074555611008478,1.044211254308015,-0.2164446315852984,0,-0.7522064825391488,0.0074555611008478,1.044211254308015,-0.2164446315852984,0.0,4,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,1.9984350063702983,-0.775054353933434,-0.0014997457759961172,1.0361876445533016,0.06285407784086139,-0.7352369173539007,-0.0053744225039678,2.179693775037162,-0.2164446315852984,0,-0.7352369173539007,-0.0053744225039678,2.179693775037162,-0.2164446315852984,0.0,3,-0.6800872706406059,-0.0043313653925019,0.9593934229690093,-0.5320719862965069,True
LOW_OSCILLATION,做多,1.173066320654824,-0.6887560093259814,-0.00244184738473505,1.2464859591314656,-0.3742583089409026,-0.6401263197896024,0.0066964365761321,0.9947307652650312,-0.5320719862965069,8,-0.4612426754410282,0.0116535093785158,0.6575137533635413,0.6540682150561441,3.318239727317978,10,-0.2199006032793386,-0.000168429855562,0.4251420318760478,0.6540682150561441,False
LOW_OSCILLATION,做多,0.6009716886812447,-0.6289967660870698,-0.00026999919095929996,1.2517996776638112,-0.5320719862965069,-0.5761216920129129,0.0055930750037118,0.5817779103316446,-0.5320719862965069,0,-0.5761216920129129,0.0055930750037118,0.5817779103316446,-0.5320719862965069,0.0,3,-0.5081786818797339,0.0005213563032838,0.3193277812009142,0.6540682150561441,True
LOW_OSCILLATION,做多,1.173066320654824,-0.6079585284849248,0.0009078400125110334,1.1789603082692668,-0.3343819527377317,-0.5538578450277368,0.0027356698283201,0.522357206601743,0.6540682150561441,4,-0.4612426754410282,0.0116535093785158,0.6575137533635413,0.6540682150561441,1.708547216243302,10,-0.2199006032793386,-0.000168429855562,0.4251420318760478,0.6540682150561441,False
LOW_OSCILLATION,做多,1.6646292836162189,-0.23417813009515187,-0.0020831238482175167,0.641548435502006,-0.05934672342300037,-0.3081421902295589,-0.0053693612798191,0.5461639643110971,-0.0765037102724933,1,-0.3391381133705935,-0.0080248268709117,0.7481286805715702,-0.0765037102724933,0.7304380442340314,2,-0.4026654308694126,0.0033143287402517,0.817583264615477,0.5477121377377486,True
LOW_OSCILLATION,做多,1.6646292836162189,-0.2636311770014542,-0.002188138765640583,0.6453128766133417,-0.0765037102724933,-0.3391381133705935,-0.0080248268709117,0.7481286805715702,-0.0765037102724933,0,-0.3391381133705935,-0.0080248268709117,0.7481286805715702,-0.0765037102724933,0.0,2,-0.4026654308694126,0.0033143287402517,0.817583264615477,0.5477121377377486,True
LOW_OSCILLATION,做多,3.706363092229791,-0.32436728872538595,0.0026944772942743833,0.6515507515712512,0.131568239064254,-0.4026654308694126,0.0033143287402517,0.817583264615477,0.5477121377377486,9,-0.7054748235476798,0.0139475367564865,0.9544664611055005,-0.3457639667035008,4.333765257048839,29,-1.5554381928106054,0.0040027036547679,1.420357788248189,0.5278052750243878,False
LOW_OSCILLATION,做多,3.706363092229791,-0.3872805261575136,-0.0013554333295604497,0.6705231031627833,0.33964018840100135,-0.4679636713123843,-0.000231081952726,1.0509701468803228,0.5477121377377486,7,-0.7054748235476798,0.0139475367564865,0.9544664611055005,-0.3457639667035008,3.9639494764441854,29,-1.5554381928106054,0.0040027036547679,1.420357788248189,0.5278052750243878,False
